plot_year,baseline_debt_pct,immediate_adjustment_debt_pct,phased_adjustment_debt_pct
2054.125,164.85285464562952,86.67292640312036,91.49028216904534
2054.375,165.6468956784749,86.67859547050524,91.49673963868392
2054.625,166.4374925134481,86.6796159238888,91.4985497263626
2054.875,167.24932254956434,86.70066370768622,91.52038836085913
2055.125,168.0510269625558,86.7135137717317,91.53384287659874
2055.375,168.84750950807364,86.72063156361932,91.54151986150171
2055.625,169.64036129576158,86.72295229682955,91.54440046871257
2055.875,170.4494031582467,86.74029530279903,91.56230402235028
2056.125,171.2270851709447,86.73869729956887,91.5604845016842
2056.375,172.00270326883972,86.73322833007097,91.55484621075524
2056.625,172.77454837677658,86.72295204364146,91.54440030327599
