quarter,reference_gross_issuance_billions,reference_scaled_gross_issuance_billions,required_gross_issuance_billions,stress_nominal_issuance_yield_proxy,reference_nominal_issuance_yield_proxy,nominal_issuance_yield_gap_basis_points,required_private_capacity_multiple,private_absorption_capacity_multiple_at_actual_yield,private_absorption_capacity_billions_at_actual_yield,private_absorption_shortfall_billions_at_actual_yield,required_yield_gap_basis_points_without_capacity_limit,required_short_yield_without_capacity_limit,finite_private_absorption_capacity_exceeded,maximum_private_absorption_capacity_multiple,scenario,capacity_scenario
2033Q1,11523.632999621366,11523.632999621366,11523.632999621366,0.04049017991683932,0.04049017991683932,0.0,1.0,1.0,11523.632999621366,0.0,0.0,0.03137,False,1.25,no_shock_central_spending,tight_capacity
2033Q2,11644.280768613871,11644.280768613871,11644.280768613871,0.040487344464177705,0.040487344464177705,0.0,1.0,1.0,11644.280768613871,0.0,0.0,0.03133,False,1.25,no_shock_central_spending,tight_capacity
2033Q3,11870.367941399632,11870.367941399632,11870.367941399632,0.04049707610204841,0.04049707610204841,0.0,1.0,1.0,11870.367941399632,0.0,0.0,0.03131,False,1.25,no_shock_central_spending,tight_capacity
2033Q4,11933.284849440597,11933.284849440597,11933.284849440597,0.04050424064938679,0.04050424064938679,0.0,1.0,1.0,11933.284849440597,0.0,0.0,0.03128,False,1.25,no_shock_central_spending,tight_capacity
2034Q1,12182.95240829557,12182.95240829557,12182.95240829557,0.04051397228725748,0.04051397228725748,0.0,1.0,1.0,12182.95240829557,0.0,0.0,0.0312599999999999,False,1.25,no_shock_central_spending,tight_capacity
2034Q2,12312.459353874154,12312.459353874154,12312.459353874154,0.04052370392512821,0.04052370392512821,0.0,1.0,1.0,12312.459353874154,0.0,0.0,0.03124,False,1.25,no_shock_central_spending,tight_capacity
2034Q3,12554.362725767787,12554.362725767789,12554.362725767787,0.04053600265353124,0.04053600265353124,0.0,0.9999999999999999,1.0,12554.362725767789,0.0,0.0,0.03123,False,1.25,no_shock_central_spending,tight_capacity
2034Q4,12409.099922392888,12409.09992239289,12409.099922392888,0.04054573429140187,0.04054573429140187,0.0,0.9999999999999999,1.0,12409.09992239289,0.0,0.0,0.03121,False,1.25,no_shock_central_spending,tight_capacity
2035Q1,12690.674161201414,12690.674161201414,12690.674161201414,0.0405580330198049,0.0405580330198049,0.0,1.0,1.0,12690.674161201414,0.0,0.0,0.0312,False,1.25,no_shock_central_spending,tight_capacity
2035Q2,12772.684455889288,12772.684455889288,12772.684455889288,0.040570331748208004,0.040570331748208004,0.0,1.0,1.0,12772.684455889288,0.0,0.0,0.03119,False,1.25,no_shock_central_spending,tight_capacity
2035Q3,12921.881245772394,12921.881245772396,12921.881245772394,0.04057519756714336,0.04057519756714336,0.0,0.9999999999999999,1.0,12921.881245772396,0.0,0.0,0.03118,False,1.25,no_shock_central_spending,tight_capacity
2035Q4,12871.03352656279,12871.03352656279,12871.03352656279,0.04058749629554639,0.04058749629554639,0.0,1.0,1.0,12871.03352656279,0.0,0.0,0.03117,False,1.25,no_shock_central_spending,tight_capacity
2036Q1,13139.400062566498,13139.400062566498,13139.400062566498,0.04059236211448174,0.04059236211448174,0.0,1.0,1.0,13139.400062566498,0.0,0.0,0.03116,False,1.25,no_shock_central_spending,tight_capacity
2036Q2,13224.870168072699,13224.870168072699,13224.870168072699,0.04060722793341702,0.04060722793341702,0.0,1.0,1.0,13224.870168072699,0.0,0.0,0.03116,False,1.25,no_shock_central_spending,tight_capacity
2036Q3,13387.263148802711,13387.263148802711,13387.263148802711,0.04061952666182012,0.04061952666182012,0.0,1.0,1.0,13387.263148802711,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2036Q4,13559.764254360367,13559.764254360367,13559.764254360367,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,13559.764254360367,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2037Q1,13811.078956972233,13811.078956972233,13811.078956972233,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,13811.078956972233,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2037Q2,13984.05233419468,13984.05233419468,13984.05233419468,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,13984.05233419468,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2037Q3,14166.382221630656,14166.382221630654,14166.382221630656,0.04062695957128773,0.04062695957128773,0.0,1.0000000000000002,1.0,14166.382221630654,1.8189894035458565e-12,8.881784197001252e-13,0.03115000000000009,False,1.25,no_shock_central_spending,tight_capacity
2037Q4,14132.072354423319,14132.072354423319,14132.072354423319,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,14132.072354423319,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2038Q1,14406.759882805503,14406.759882805503,14406.759882805503,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,14406.759882805503,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2038Q2,14624.963064759844,14624.963064759844,14624.963064759844,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,14624.963064759844,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2038Q3,14748.52246179121,14748.52246179121,14748.52246179121,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,14748.52246179121,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2038Q4,14942.841014571402,14942.841014571402,14942.841014571402,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,14942.841014571402,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2039Q1,15202.225529257485,15202.225529257485,15202.225529257485,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,15202.225529257485,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2039Q2,15431.625146437247,15431.625146437247,15431.625146437247,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,15431.625146437247,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2039Q3,15574.876214717351,15574.87621471735,15574.876214717351,0.04062695957128773,0.04062695957128773,0.0,1.0000000000000002,1.0,15574.87621471735,1.8189894035458565e-12,8.881784197001252e-13,0.03115000000000009,False,1.25,no_shock_central_spending,tight_capacity
2039Q4,16532.22490461453,16532.22490461453,16532.22490461453,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,16532.22490461453,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2040Q1,16829.47159513695,16829.47159513695,16829.47159513695,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,16829.47159513695,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2040Q2,17109.027906892694,17109.027906892694,17109.027906892694,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,17109.027906892694,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2040Q3,17352.363018254888,17352.363018254888,17352.363018254888,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,17352.363018254888,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2040Q4,17484.78279989821,17484.78279989821,17484.78279989821,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,17484.78279989821,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2041Q1,17863.619439077793,17863.619439077793,17863.619439077793,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,17863.619439077793,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2041Q2,17985.405989877887,17985.405989877887,17985.405989877887,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,17985.405989877887,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2041Q3,18310.23117700264,18310.23117700264,18310.23117700264,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,18310.23117700264,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2041Q4,18258.38912920092,18258.38912920092,18258.38912920092,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,18258.38912920092,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2042Q1,18676.47871597755,18676.478715977548,18676.47871597755,0.04062695957128773,0.04062695957128773,0.0,1.0000000000000002,1.0,18676.478715977548,3.637978807091713e-12,8.881784197001252e-13,0.03115000000000009,False,1.25,no_shock_central_spending,tight_capacity
2042Q2,18789.157860749532,18789.157860749532,18789.157860749532,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,18789.157860749532,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2042Q3,19026.396784570476,19026.396784570476,19026.396784570476,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,19026.396784570476,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2042Q4,18927.527897110635,18927.527897110635,18927.527897110635,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,18927.527897110635,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2043Q1,19316.550342194972,19316.550342194972,19316.550342194972,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,19316.550342194972,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2043Q2,19421.57088120734,19421.57088120734,19421.57088120734,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,19421.57088120734,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2043Q3,19739.60728435984,19739.60728435984,19739.60728435984,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,19739.60728435984,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2043Q4,19931.549945059734,19931.549945059734,19931.549945059734,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,19931.549945059734,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2044Q1,20336.276345134727,20336.276345134727,20336.276345134727,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,20336.276345134727,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2044Q2,20504.004267270087,20504.004267270087,20504.004267270087,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,20504.004267270087,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2044Q3,20869.883623822618,20869.883623822618,20869.883623822618,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,20869.883623822618,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2044Q4,20837.253267251243,20837.253267251243,20837.253267251243,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,20837.253267251243,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2045Q1,21272.471509966093,21272.471509966093,21272.471509966093,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,21272.471509966093,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2045Q2,21422.419077946404,21422.419077946404,21422.419077946404,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,21422.419077946404,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2045Q3,21748.160686840005,21748.160686840005,21748.160686840005,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,21748.160686840005,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2045Q4,22158.322502204614,22158.322502204614,22158.322502204614,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,22158.322502204614,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2046Q1,22580.472271925035,22580.472271925035,22580.472271925035,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,22580.472271925035,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2046Q2,22751.76221129264,22751.76221129264,22751.76221129264,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,22751.76221129264,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2046Q3,23039.56295007513,23039.56295007513,23039.56295007513,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,23039.56295007513,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2046Q4,24090.76626386097,24090.76626386097,24090.76626386097,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,24090.76626386097,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
2047Q1,24535.007663168184,24535.007663168184,24535.007663168184,0.04062695957128773,0.04062695957128773,0.0,1.0,1.0,24535.007663168184,0.0,0.0,0.03115,False,1.25,no_shock_central_spending,tight_capacity
