quarter,quarter_end,calendar_year,calendar_quarter,fiscal_year,nominal_gdp_billions_saar,real_gdp_billions_chained_saar,annual_real_gdp_growth_rate,annual_inflation_rate,annual_tips_reference_inflation_rate,primary_deficit_billions,marketable_interest_excluding_tips_inflation_billions,bills_interest_cost_billions,notes_interest_cost_billions,bonds_interest_cost_billions,tips_real_interest_cost_billions,frns_interest_cost_billions,other_public_debt_interest_billions,tips_inflation_compensation_billions,tips_deflation_floor_cost_billions,modeled_debt_interest_cost_billions,modeled_total_deficit_billions,other_financing_adjustment_billions,treasury_debt_management_adjustment_billions,beginning_debt_held_by_public_billions,debt_held_by_public_billions,debt_held_by_public_gdp_ratio,primary_deficit_gdp_ratio_annualized,modeled_interest_gdp_ratio_annualized,modeled_total_deficit_gdp_ratio_annualized,marketable_debt_billions,other_public_debt_billions,bills_outstanding_billions,notes_outstanding_billions,bonds_outstanding_billions,nominal_fixed_rate_debt_outstanding_billions,tips_outstanding_billions,frns_outstanding_billions,bill_share_of_marketable_debt,weighted_average_remaining_maturity_quarters,principal_maturing_next_four_quarters_billions,principal_maturing_next_eight_quarters_billions,share_marketable_debt_maturing_next_four_quarters,share_marketable_debt_maturing_next_eight_quarters,principal_maturing_billions,principal_refinanced_billions,treasury_buyback_operation_count,treasury_buyback_cash_limit_billions,treasury_buyback_face_value_limit_billions,treasury_buyback_cash_spent_billions,treasury_buyback_face_value_retired_billions,treasury_buyback_premium_or_discount_billions,treasury_buyback_unfilled_cash_limit_billions,treasury_buyback_unfilled_face_value_limit_billions,treasury_buyback_weighted_price_per_dollar_face,treasury_buyback_notes_retired_billions,treasury_buyback_bonds_retired_billions,treasury_buyback_financing_issuance_billions,treasury_buyback_financing_instrument,frn_principal_reset_billions,principal_repriced_or_reset_billions,net_new_borrowing_requirement_billions,genuinely_new_borrowing_billions,debt_repayment_billions,gross_treasury_issuance_billions,new_borrowing_bill_share,new_borrowing_note_share,new_borrowing_bond_share,new_borrowing_tips_share,new_borrowing_frn_share,average_effective_marketable_rate_excluding_tips_inflation,average_effective_debt_cost_rate_including_tips_inflation,average_new_issuance_stated_rate,share_marketable_debt_repriced_since_scenario_start,cumulative_modeled_interest_billions,debt_identity_residual_billions,scenario
2029Q2,2029-06-30,2029,2,2029,34205.573087708595,24282.728560473675,0.01744428695602207,0.020418069374665837,0.022841686194156274,173.80475,602.9240918868302,168.57754724770624,318.6651012306089,73.05472931974312,24.2184572596648,18.40825682910735,5.268186894431433,16.430970230481215,0.0,624.6232490117428,798.4279990117428,-2.42575,0.0,38963.13728460972,39759.13953362146,1.1623585265381355,0.02032472890360137,0.07304344790950974,0.09336817681311112,39176.37549662683,582.7640369946275,8388.215830682739,20178.23884453382,6731.308976021849,26909.54782055567,2973.125695756148,905.4861496322769,0.21411413701109183,24.003678660970373,10792.830074379966,12668.953262071469,0.2754933282510847,0.32338247480710136,8853.593815690789,8853.593815690789,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,887.3587288072958,9740.952544498085,779.5712787812616,779.5712787812616,0.0,9633.16509447205,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.06404699120035827,0.06412453334536451,0.08291900017647245,0.5752977744119095,5357.2961792106125,0.0,no_fiscal_response
2029Q3,2029-09-30,2029,3,2029,34528.19057048822,24389.00036245153,0.017620997896754975,0.020285549943514614,0.02275805762511629,173.80475,627.4198893390029,171.91648344984276,334.3812100974148,76.19694300937624,26.14999746974394,18.775255312625237,5.268186894431433,16.773165807478307,0.0,649.4612420409127,823.2659920409127,-2.42575,0.0,39759.13953362146,40579.979775662374,1.1752709628041358,0.02013482283645105,0.0752383755198591,0.09537319835631014,39997.21573866774,582.7640369946275,8561.42076132553,20594.89126861393,6870.301096379837,27465.192364993767,3046.419439545713,924.1831728027333,0.21405041834071173,23.788576586173214,11013.225929693634,12707.558398011366,0.275349814388367,0.3177110747167882,8988.098523174607,8988.098523174607,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,905.4861496322769,9893.584672806885,804.0670762334344,804.0670762334344,0.0,9792.165599408041,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.06528657254136118,0.06533956716962748,0.08294513729181593,0.5962036875718207,6006.757421251526,0.0,no_fiscal_response
2029Q4,2029-12-31,2029,4,2030,34855.54358176037,24497.541313226066,0.017920813193843088,0.020183196343088072,0.022686563355431177,192.2015,652.9708960484521,175.38070429575325,350.73543702299884,79.52818396993084,28.170564045500736,19.15600671426866,5.3789120614604125,17.13311876928073,0.0,675.4829268791932,867.6844268791932,-5.94,0.0,40579.979775662374,41441.72420254156,1.1889564741784056,0.02205692182641243,0.07751799082343597,0.0995749126498484,40858.96016554694,582.7640369946275,8743.359367401254,21032.552950494937,7016.301747398224,28048.854697893163,3122.923126661356,943.8229735911642,0.21398878806450447,23.538181728258596,10990.296834477447,12725.628026956796,0.2689813149906022,0.31145256696197793,9131.835157386198,9131.835157386198,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,924.1831728027333,10056.018330188932,844.6113081099124,844.6113081099124,0.0,9976.44646549611,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.06639072599898342,0.0665828746700668,0.08290291240637933,0.6158946107226043,6682.240348130719,0.0,no_fiscal_response
2030Q1,2030-03-31,2030,1,2030,35185.787659983565,24607.027742665883,0.017997333864965714,0.02008187040489151,0.022638322874940497,192.2015,678.32190970274,179.04214144595917,366.80577659951706,82.93547416307244,29.984865038816302,19.55365245537492,5.3789120614604125,17.52634179296895,0.0,701.2271635571693,893.4286635571693,-5.94,0.0,41441.72420254156,42329.21286609874,1.2030201874445834,0.021849901654307863,0.07971709149540146,0.10156699314970931,41746.44882910411,582.7640369946275,8930.758861867389,21483.351050473586,7166.684608862957,28650.035659336543,3201.6020447780375,964.0522631221374,0.21392858823577796,23.299004663024494,11050.694077721248,12800.988350223844,0.264709798980964,0.3066365812964541,9334.623186069008,9334.623186069008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,943.8229735911642,10278.446159660172,869.9623217642003,869.9623217642003,0.0,10204.585507833208,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.06752541384929575,0.06768320353950563,0.08287035844019143,0.6353446976731126,7383.467511687889,7.275957614183426e-12,no_fiscal_response
2030Q2,2030-06-30,2030,2,2030,35516.65777720346,24716.041432773058,0.017838848225115722,0.01995316485744958,0.022612820884429397,192.2015,704.910984697248,182.79030700527056,383.55266644762145,86.44616206396665,32.15391668047188,19.96793249991728,5.3789120614604125,17.947828255418436,0.0,728.2377250141268,920.4392250141268,-5.94,0.0,42329.21286609874,43243.71209111286,1.2175614147699745,0.02164634985709331,0.08201647008368561,0.10366281994077892,42660.948054118235,582.7640369946275,9123.885936813318,21947.927108632546,7321.663693728799,29269.590802361345,3282.5714848283637,984.8998301152128,0.21386974160159464,23.11391916850594,11002.679828120068,12774.296274069726,0.2579098761275169,0.2994377025532739,9576.995388257443,9576.995388257443,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,964.0522631221374,10541.04765137958,896.5513967587083,896.5513967587083,0.0,10473.546785016151,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.06870188701134823,0.0688165619632742,0.08289934409226295,0.6553947338309116,8111.705236702016,0.0,no_fiscal_response
2030Q3,2030-09-30,2030,3,2030,35850.49897484923,24825.52786221287,0.017837173553037378,0.019938881222312688,0.022609552821165613,192.2015,732.9049311586692,186.69751598204252,401.45157736619603,90.20220822607521,34.16127860181982,20.392350982535483,5.3789120614604125,18.39909670027135,0.0,756.6829399204009,948.884439920401,-5.94,0.0,43243.71209111286,44186.656531033266,1.2325255657398864,0.02144477823138118,0.08442648906518693,0.10587126729656811,43603.892494038635,582.7640369946275,9323.043217072443,22427.0091029223,7481.481849974218,29908.490952896518,3365.959981933181,1006.3983421364986,0.21381217785423756,22.906065232995743,11020.109622546712,12788.496930383022,0.25273224458236937,0.2932879657964348,9771.050731642572,9771.050731642572,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,984.8998301152128,10755.950561757785,924.5453432201296,924.5453432201296,0.0,10695.596074862702,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.06989610139484778,0.06999241307740638,0.0828694867383901,0.6748302631549313,8868.388176622417,7.275957614183426e-12,no_fiscal_response
2030Q4,2030-12-31,2030,4,2031,36186.034286952054,24935.10883951922,0.01777342391157455,0.019839987430776862,0.02260563078501021,184.328,762.1346173198476,190.70284900521685,420.03527483422704,93.93556035596818,36.62848744221008,20.832445682225526,5.499835599136797,18.863250950212453,0.0,786.4977038691968,970.8257038691968,-9.2495,0.0,44186.656531033266,45148.232734902456,1.2476700921930532,0.0203755955724018,0.0869393642455915,0.10731495981799329,44565.46869790783,582.7640369946275,9526.114001155871,22915.505210592033,7644.440483760029,30559.945694352064,3451.089695651372,1028.3193067485338,0.21375549903288873,22.500601221162427,11264.192049171756,13746.814037879813,0.2527560548174054,0.3084633560361314,9687.309795364654,9687.309795364654,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1006.3983421364986,10693.708137501153,942.7129529189843,942.7129529189843,0.0,10630.022748283638,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.07066091816483919,0.07119775657312492,0.08271235664659557,0.687267350173289,9654.885880491613,-7.275957614183426e-12,no_fiscal_response
2031Q1,2031-03-31,2031,1,2031,36524.98226400305,25045.446199757793,0.01781775002184327,0.01982598390139856,0.02258993228072148,184.328,787.4680549909518,194.80903132363758,435.67417035101624,97.74308883437365,37.9581256304965,21.28363885142778,5.499835599136797,19.327009134786657,0.0,812.2948997248752,996.6228997248752,-9.2495,0.0,45148.232734902456,46135.606134627335,1.2631246690596198,0.020186512197889632,0.0889577324203579,0.10914424461824752,45552.84209763271,582.7640369946275,9734.641887568772,23417.128628815746,7811.778289784004,31228.90691859975,3538.4639400565407,1050.8293514076502,0.2136999897109529,22.193983276862408,11487.832890220694,14726.868257919828,0.2521869626838869,0.32329197432634293,9990.736867437596,9990.736867437594,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1028.3193067485338,11019.056174186127,968.0463905900885,968.0463905900885,0.0,10958.783258027683,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.0715348176759273,0.07196692765313221,0.0826495086538845,0.7013970679735119,10467.180780216488,0.0,no_fiscal_response
2031Q2,2031-06-30,2031,2,2031,36866.39910685036,25155.878107862893,0.017754036595319045,0.019811706497828263,0.02259593162071094,184.328,814.8711852978527,199.0490899960625,451.78670351391185,101.81232818253363,40.48140432472022,21.741659280624276,5.499835599136797,19.82154678903462,0.0,840.1925676860241,1024.5205676860242,-9.2495,0.0,46135.606134627335,47150.877202313364,1.2789661682350741,0.019999566485000043,0.09116079552558232,0.11116036201058237,46568.11316531873,582.7640369946275,9949.072710968518,23932.951833359824,7983.853037909433,31916.804871269258,3628.25898027183,1073.9766028091333,0.21364560500119248,21.819491493501886,11723.833675149504,15749.11571568187,0.25175668237897914,0.33819527236956876,10138.734410788853,10138.734410788851,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1050.8293514076502,11189.563762196502,995.4495208969894,995.4495208969894,0.0,11134.18393168584,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.07227637531301251,0.07284547776260061,0.08270885515571809,0.7138319260187848,11307.373347902512,7.275957614183426e-12,no_fiscal_response
2031Q3,2031-09-30,2031,3,2031,37209.60057628394,25265.93182450188,0.017614655473791707,0.019797160110517797,0.022579104221777335,184.328,841.6553350567997,203.35904621219652,468.36677143141213,105.83500560683584,41.89541542629034,22.199096380064788,5.499835599136797,20.309545076390307,0.0,867.4647157323268,1051.7927157323268,-9.2495,0.0,47150.877202313364,48193.42041804569,1.29518779217325,0.019815101172301647,0.0932517094833012,0.11306681065560285,47610.65638105106,582.7640369946275,10169.273136107282,24462.654080155287,8160.5577303231175,32623.211810478406,3720.4247667066807,1097.7466677586976,0.2135923742516314,21.501898217419342,11940.755909356441,16789.29363645875,0.2508000690809387,0.35263730670054055,10415.262520414395,10415.262520414397,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1073.9766028091333,11489.23912322353,1022.2336706559364,1022.2336706559364,0.0,11437.496191070333,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.07310480081463262,0.07359054738347616,0.08254488342244097,0.727172312269992,12174.83806363484,-7.275957614183426e-12,no_fiscal_response
2031Q4,2031-12-31,2031,4,2032,37555.06036168092,25376.26918474045,0.017582923791722438,0.019727225080271582,0.0225727995952707,192.24275,870.3709469684553,207.65655743931072,485.46338523264956,109.9663613154678,44.613429925140714,22.671213055886497,5.6120176762582625,20.819685743618763,0.0,896.8026503883323,1089.0454003883324,-11.316,0.0,48193.42041804569,49271.149818434016,1.3119709925618317,0.020475829158421884,0.09551870152799749,0.11599453068641939,48688.38578143939,582.7640369946275,10396.943164182878,25010.32480024418,8343.256570516369,33353.58137076055,3815.5381895181495,1122.3230569778177,0.21354051890022444,21.13595934462524,12882.676834801441,17841.1251288579,0.2645944536471463,0.3664349278069341,10573.859203739079,10573.859203739079,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1097.7466677586976,11671.605871497777,1056.9097146447136,1056.9097146447136,0.0,11630.768918383792,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.07379307082221434,0.07443361708790695,0.08256956569998616,0.7388137814369933,13071.640714023171,-7.275957614183426e-12,no_fiscal_response
2032Q1,2032-03-31,2032,1,2032,37903.323994075035,25487.079284311665,0.017581469158450158,0.01968526656714742,0.02257678241908323,192.24275,898.456259937482,212.1236329072412,502.8080547742394,114.23877369338697,46.1238564742343,23.16194208837968,5.6120176762582625,21.355681358176327,0.0,925.4239589719165,1117.6667089719165,-11.316,0.0,49271.149818434016,50377.50052740594,1.3291050815300747,0.02028769297701183,0.09766150948835799,0.11794920246536982,49794.736490411306,582.7640369946275,10630.663078926722,25572.54880086834,8530.810275827054,34103.35907669539,3913.1618190127992,1147.552515776395,0.21348969445744148,20.830994084787463,13872.700004641978,18975.11603690962,0.2785977190041635,0.381066702513097,10877.49959949374,10877.49959949374,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1122.3230569778177,11999.822656471557,1084.9950276137404,1084.9950276137404,0.0,11962.49462710748,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.07454014983118974,0.07512907349490625,0.08242738179622762,0.7514748971367103,13997.064672995088,0.0,no_fiscal_response
2032Q2,2032-06-30,2032,2,2032,38254.66436095058,25598.362123215524,0.017579698909776065,0.01967074272996472,0.02256916678199805,192.24275,928.1816206762704,216.73264352161826,520.2627026088271,118.6256548606039,48.8952179286225,23.665401756598715,5.6120176762582625,21.8947571178946,0.0,955.6883954704233,1147.9311454704234,-11.316,0.0,50377.50052740594,51514.11567287636,1.3466100548371482,0.02010136575096831,0.09992908435458307,0.1200304501055514,50931.35163588173,582.7640369946275,10870.786164745808,26150.1759239117,8723.502347126861,34873.67827103856,4013.4140198072078,1173.473180290156,0.2134399699906494,20.48253807635586,14898.848614946448,20164.58027659202,0.2925280428734987,0.3959168494241539,11055.828550711669,11055.828550711667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1147.552515776395,12203.381066488062,1114.7203883525287,1114.7203883525287,0.0,12170.548939064196,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.07515261674599776,0.07588216052525415,0.08244239520959983,0.7625455555599516,14952.75306846551,0.0,no_fiscal_response
2032Q3,2032-09-30,2032,3,2032,38609.61597939811,25710.11770145202,0.017577617243731636,0.01971028327301072,0.022571739816290792,192.24275,957.1729191394415,221.465091141284,537.8016687231042,123.13368586866288,50.58719116061032,24.185282245780122,5.6120176762582625,22.458222788345992,0.0,985.2431596040458,1177.485909604046,-11.316,0.0,51514.11567287636,52680.2855824804,1.3644343318667123,0.019916566909402023,0.10207230863210516,0.12198887554150718,52097.521545485775,582.7640369946275,11117.154296516883,26742.82579212017,8921.20589341978,35664.03168553995,4116.267582106908,1200.0679813220377,0.21339123180381273,20.170419494943545,15968.398460087588,21420.816576402412,0.3065097529859603,0.4111676705714327,11334.29295494356,11334.29295494356,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1173.473180290156,12507.766135233716,1143.7116868156997,1143.7116868156997,0.0,12478.004641759258,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.07578885132566447,0.076502771850769,0.08231934054956976,0.7739744686420469,15937.996228069556,-7.275957614183426e-12,no_fiscal_response
2032Q4,2032-12-31,2032,4,2033,38969.17761522756,25822.818758353802,0.017649746885700424,0.0197758101815233,0.02257356533731114,249.09275,987.3864901146524,226.3452614770838,555.4319341482349,127.75994885191716,53.1279452221822,24.72140041523398,5.6542680689403735,23.03561713817706,0.0,1016.0763753217698,1265.1691253217698,-14.7595,0.0,52680.2855824804,53930.69520780217,1.3839320844874143,0.025568181341621612,0.10429538804788414,0.12986356938950575,53347.93117080755,582.7640369946275,11381.544216517144,27378.82790049919,9133.37142153574,36512.199322034925,4225.579444589805,1228.6081876656715,0.2133455593634196,20.202893636648273,16342.714115479163,21796.292774318168,0.306342040952884,0.40856866041405726,12235.207212712856,12235.207212712856,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1200.0679813220377,13435.275194034894,1227.3740081835929,1227.3740081835929,0.0,13462.581220896449,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.0770474311513673,0.07715040752624021,0.08298418821276109,0.7975412039301084,16954.072603391327,0.0,no_fiscal_response
2033Q1,2033-03-31,2033,1,2033,39332.32559763485,25936.27619818781,0.017690923464234398,0.019759214646802636,0.022564008293708637,249.09275,1027.876384983983,231.6144248061239,583.3469701157866,132.7256830374712,54.88919292009554,25.300114104505347,5.6542680689403735,23.637424018094077,0.0,1057.1680770710175,1306.2608270710175,-14.7595,0.0,53930.69520780217,55222.19653487319,1.403990119978917,0.025332115120594703,0.10751137249149463,0.13284348761208933,54639.43249787856,582.7640369946275,11654.656107158748,28035.81111026477,9352.536087543682,37388.347197808456,4338.339284785986,1258.0899081253763,0.21330119246043144,20.296518788582983,16759.802136729435,22207.215715906434,0.30673455727015747,0.406432034534192,12619.035046411924,12619.035046411926,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1228.6081876656715,13847.643234077597,1267.8639030529234,1267.8639030529234,0.0,13886.898949464849,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.07837645590460579,0.07840937877752976,0.08291276635929196,0.822209469022225,18011.240680462346,0.0,no_fiscal_response
2033Q2,2033-06-30,2033,2,2033,39698.94284544474,26050.395473087516,0.017716447921211298,0.01974238719039123,0.022564493843014066,249.09275,1070.9190793160153,237.08484185987678,612.488702745499,137.85632786871713,57.59457130793186,25.894635533990552,5.6542680689403735,24.268707971410187,0.0,1100.8420553563658,1349.9348053563658,-14.7595,0.0,55222.19653487319,56557.37184022956,1.424656874628067,0.025098174625935377,0.11091902972249368,0.13601720434842907,55974.60780323493,582.7640369946275,11937.039869646393,28715.098234047568,9579.14117180523,38294.2394058528,4454.756024625344,1288.5725031103937,0.21325812431965832,20.349127788294318,17205.5166612608,22605.037144206337,0.3073807452433181,0.4038444936259103,12865.086583304934,12865.086583304934,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1258.0899081253763,14123.17649143031,1310.9065973849558,1310.9065973849558,0.0,14175.99318068989,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.07961577316812787,0.07973909945151686,0.08296707610022726,0.8453925761201389,19112.082735818713,7.275957614183426e-12,no_fiscal_response
2033Q3,2033-09-30,2033,3,2033,40068.93751717752,26165.27113091945,0.017756007302464516,0.019698696995388953,0.022564267205522626,249.09275,1114.4398565602294,242.70986314958526,642.5722240647689,143.1617194039906,59.48044925913072,26.515600682754123,5.6542680689403735,24.91969601929894,0.0,1145.0138206484687,1394.1065706484687,-14.7595,0.0,56557.37184022956,57936.71891087803,1.445926009044802,0.024866419269861016,0.11430438555128669,0.13917080482114771,57353.9548738834,582.7640369946275,12228.798488320683,29416.937005413794,9813.269316378035,39230.20632179183,4574.882974257618,1320.0670895132703,0.21321630766720095,20.438682328077732,17684.13978058775,22946.273304053913,0.30833339774865937,0.400081796530176,13224.35493711374,13224.354937113738,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1288.5725031103937,14512.927440224132,1354.42737462917,1354.42737462917,0.0,14578.782311742907,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.080850770733648,0.08098069506362841,0.08288555662931495,0.8689062709458697,20257.096556467182,0.0,no_fiscal_response
2033Q4,2033-12-31,2033,4,2034,40442.305229569334,26280.714075950556,0.017765412373738743,0.019681678339410258,0.022563340221916306,228.68725,1159.6137536130875,248.58090127133866,673.0713727025766,148.64441522952424,62.163284378359904,27.153780031287965,5.687777001067564,25.590637919076865,0.0,1190.892168533232,1419.579418533232,-17.2085,0.0,57936.71891087803,59339.089829411256,1.4672529049117002,0.022618616688822736,0.11778677419827324,0.14040539088709597,58756.32579241663,582.7640369946275,12525.372169873719,30130.358631916315,10051.261414457766,40181.62004637408,4697.252126699606,1352.0814494692263,0.2131748709768762,20.467564734373696,17981.89003047504,23108.713600605966,0.30604177146821976,0.393297458425974,13456.091010176056,13456.091010176056,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1320.0670895132703,14776.158099689326,1376.7802806141551,1376.7802806141551,0.0,14832.871290790212,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.08114845525038175,0.08222020100000062,0.08290074936103256,0.873875050814249,21447.988725000414,-7.275957614183426e-12,no_fiscal_response
2034Q1,2034-03-31,2034,1,2034,40816.72980870861,26395.211542316374,0.01754105922100746,0.019664438509282567,0.022572136924965847,228.68725,1192.3465057729625,254.515562491834,691.6531836955462,154.21878514679673,64.15341943045125,27.80555500833461,5.687777001067564,26.285295944555912,0.0,1224.319578718586,1453.006828718586,-17.2085,0.0,59339.089829411256,60774.88815812985,1.4889700483835182,0.022411129071022006,0.11998213325334717,0.14239326232436916,60192.12412113522,582.7640369946275,12828.996847836355,30860.7417544648,10294.911740267906,41155.65349473271,4822.616832360648,1384.856946205503,0.21313414396239455,20.565006582835295,18279.514789791254,23237.183952630294,0.3036861558998012,0.38605023982649317,13907.59437987497,13907.59437987497,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1352.0814494692263,15259.675829344196,1409.51303277403,1409.51303277403,0.0,15317.107412649,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.08149542833980616,0.0825303914999893,0.08285932473624806,0.8799053842694805,22672.308303719,7.275957614183426e-12,no_fiscal_response
2034Q2,2034-06-30,2034,2,2034,41196.0201454162,26511.221774546648,0.017696739357757174,0.019646981729401825,0.022559374014152977,228.68725,1226.7113286038289,260.6210709637952,710.7108013030919,159.9269031547138,66.97989436824248,28.47265881398515,5.687777001067564,26.971690504025396,0.0,1259.370796108922,1488.0580461089219,-17.2085,0.0,60774.88815812985,62245.73770423877,1.510964833120287,0.02220479057858171,0.12228082146416268,0.14448561204274438,61662.973667244136,582.7640369946275,13140.02408826039,31608.932081360763,10544.50241574808,42153.43449710884,4951.083551509063,1418.4315303658382,0.2130942331644391,20.62683135164868,18542.66612274993,23317.05311104881,0.30070989152765987,0.3781370200677658,14202.06616903083,14202.06616903083,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1384.856946205503,15586.923115236332,1443.8778556048965,1443.8778556048965,0.0,15645.944024635726,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.08178229955105047,0.08288757638399412,0.08292648955590533,0.8848199441576307,23931.67909982792,0.0,no_fiscal_response
2034Q3,2034-09-30,2034,3,2034,41579.86765924117,26628.177485442204,0.01776333439337474,0.01968155262857385,0.022566712808094413,228.68725,1261.1157044459449,266.87388923256856,730.2300447843644,165.77543665790301,69.07692758561372,29.159406185495712,5.687777001067564,27.69910575437956,0.0,1294.502587201392,1523.189837201392,-17.2085,0.0,62245.73770423877,63751.719041440156,1.533235256155782,0.02199980547068182,0.12453166977925072,0.14653147524993254,63168.95500444553,582.7640369946275,13458.462411301383,32374.95010823013,10800.040278085215,43174.990386315345,5082.69608514987,1452.806121678932,0.21305501112618122,20.730817653530096,18723.374519579833,23310.53197549359,0.2964015237906369,0.3690188000395623,14615.035762761741,14615.03576276174,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1418.4315303658382,16033.467293127578,1478.2822314470125,1478.2822314470125,0.0,16093.317994208752,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.08212067528243495,0.08318658497404167,0.08285528836590943,0.890598888604003,25226.18168702931,0.0,no_fiscal_response
2034Q4,2034-12-31,2034,4,2035,41967.153813296354,26745.511387803872,0.0177423648279893,0.01968916041410429,0.02257322550837304,189.9905,1297.263172227691,273.3077254175028,750.2521020286684,171.7646053064296,72.07994165928395,29.85879781580626,5.709630652454863,28.44355736572332,0.0,1331.4163602458693,1521.4068602458692,-17.416,0.0,63751.719041440156,65255.70990168603,1.554923409674049,0.01810849511932408,0.1269008011521658,0.14500929627148987,64672.9458646914,582.7640369946275,13776.311600516681,33139.55094659526,11055.10537697789,44194.656323573145,5214.860823078497,1487.1171175230716,0.21301506242408458,20.691002942284246,18907.993274270608,23549.405412200085,0.2923632598061927,0.3641307056194734,14686.190563506147,14686.190563506148,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1452.806121678932,16138.99668518508,1475.547302880146,1475.547302880146,0.0,16161.737866386295,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.08238089641438319,0.08353759743359494,0.08275278238679,0.8951997960729997,26557.59804727518,0.0,no_fiscal_response
