scenario,last_pre_settlement_quarter,recovery_start,recovery_end,starting_inflation_rate,starting_debt_gdp_ratio,starting_interest_gdp_ratio_annualized,starting_policy_rate,required_permanent_primary_balance_improvement_gdp_share,fiscal_phase_in_quarters,peak_recovery_inflation_rate,peak_recovery_inflation_quarter,terminal_inflation_rate,cumulative_recovery_price_level_increase,minimum_recovery_real_growth_rate,minimum_recovery_real_growth_quarter,peak_recovery_debt_gdp_ratio,peak_recovery_debt_gdp_quarter,terminal_debt_gdp_ratio,terminal_four_quarter_debt_gdp_change,peak_recovery_interest_gdp_ratio_annualized,peak_recovery_interest_quarter,terminal_interest_gdp_ratio_annualized,terminal_primary_balance_gdp_ratio_annualized,terminal_total_balance_gdp_ratio_annualized,terminal_average_effective_marketable_rate,terminal_short_issuance_rate,terminal_long_issuance_rate,terminal_debt_gdp_without_fiscal_settlement,debt_target_imposed
conditional_2039_recovery_settlement,2039Q2,2039Q3,2056Q3,0.04889168068136481,1.7882406508353346,0.20492891269375638,0.08721523407131827,0.0548421782018438,16,0.052,2040Q3,0.025,0.8231149543326994,-0.01,2039Q3,2.0926606138847483,2043Q2,1.7882406508353346,-0.02548747249754002,0.21006587463061976,2039Q3,0.08881830460271159,0.04029540448083724,-0.04852290012187435,0.04683190613643683,0.043,0.051,2.651354037790961,True
