quarter,quarter_end,calendar_year,calendar_quarter,fiscal_year,nominal_gdp_billions_saar,real_gdp_billions_chained_saar,annual_real_gdp_growth_rate,annual_inflation_rate,annual_tips_reference_inflation_rate,primary_deficit_billions,marketable_interest_excluding_tips_inflation_billions,bills_interest_cost_billions,notes_interest_cost_billions,bonds_interest_cost_billions,tips_real_interest_cost_billions,frns_interest_cost_billions,other_public_debt_interest_billions,tips_inflation_compensation_billions,tips_deflation_floor_cost_billions,modeled_debt_interest_cost_billions,modeled_total_deficit_billions,other_financing_adjustment_billions,treasury_debt_management_adjustment_billions,beginning_debt_held_by_public_billions,debt_held_by_public_billions,debt_held_by_public_gdp_ratio,primary_deficit_gdp_ratio_annualized,modeled_interest_gdp_ratio_annualized,modeled_total_deficit_gdp_ratio_annualized,marketable_debt_billions,other_public_debt_billions,bills_outstanding_billions,notes_outstanding_billions,bonds_outstanding_billions,nominal_fixed_rate_debt_outstanding_billions,tips_outstanding_billions,frns_outstanding_billions,bill_share_of_marketable_debt,weighted_average_remaining_maturity_quarters,principal_maturing_next_four_quarters_billions,principal_maturing_next_eight_quarters_billions,share_marketable_debt_maturing_next_four_quarters,share_marketable_debt_maturing_next_eight_quarters,principal_maturing_billions,principal_refinanced_billions,treasury_buyback_operation_count,treasury_buyback_cash_limit_billions,treasury_buyback_face_value_limit_billions,treasury_buyback_cash_spent_billions,treasury_buyback_face_value_retired_billions,treasury_buyback_premium_or_discount_billions,treasury_buyback_unfilled_cash_limit_billions,treasury_buyback_unfilled_face_value_limit_billions,treasury_buyback_weighted_price_per_dollar_face,treasury_buyback_notes_retired_billions,treasury_buyback_bonds_retired_billions,treasury_buyback_financing_issuance_billions,treasury_buyback_financing_instrument,frn_principal_reset_billions,principal_repriced_or_reset_billions,net_new_borrowing_requirement_billions,genuinely_new_borrowing_billions,debt_repayment_billions,gross_treasury_issuance_billions,new_borrowing_bill_share,new_borrowing_note_share,new_borrowing_bond_share,new_borrowing_tips_share,new_borrowing_frn_share,average_effective_marketable_rate_excluding_tips_inflation,average_effective_debt_cost_rate_including_tips_inflation,average_new_issuance_stated_rate,share_marketable_debt_repriced_since_scenario_start,cumulative_modeled_interest_billions,debt_identity_residual_billions,primary_balance_adjustment_billions,primary_balance_adjustment_gdp_share,short_issuance_rate,intermediate_issuance_rate,long_issuance_rate,stage
2050Q1,2050-03-31,2050,1,2050,108491.42428235602,36806.67987438484,0.01825,0.030625,0.0309375,-1080.4651434662037,2698.0569385714007,484.54265210258995,1343.994974449443,697.3663704686011,118.75050832543958,53.40243322532844,6.911217251233161,176.01833863590355,0.0,2880.9864944585374,1800.5213509923337,0.0,0.0,210793.5855112903,212594.10686228264,1.959547570405128,-0.03983596493873,0.10621987916613877,0.06638391422740877,212011.342825288,582.7640369946275,43721.585872944066,105174.28499860791,35085.3518046047,140259.6368032126,23310.48831716324,4719.631831968106,0.20622286190118455,17.71118277321265,61855.84623097569,80298.1728890679,0.291757249431457,0.3787447021418997,47913.6231937571,47913.6231937571,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4681.857159480848,52595.480353237945,1624.5030123564302,1624.5030123564302,0.0,49538.12620611353,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.05109098793349398,0.0546693389643819,0.0447141380165226,0.9372800315345017,132056.29739827965,2.9103830456733704e-11,1487.4765059662038,0.054842178201843825,0.044625,0.049625,0.052625,conditional_recovery
2050Q2,2050-06-30,2050,2,2050,109796.356410434,36972.33839587971,0.018125,0.0303125,0.030625,-1098.3564735435448,2708.790428819481,487.7689423950322,1347.9393308264266,699.9382153191065,119.38438394290358,53.759556336011705,6.8975587191161,176.4571612243218,0.0,2892.145148762919,1793.788675219374,0.0,0.0,212594.10686228264,214387.89553750202,1.9525957194434607,-0.040014314115770326,0.10536397539283286,0.06534966127706254,213805.13150050738,582.7640369946275,44069.976947504845,106012.35574639158,35364.92591365167,141377.28166004326,23600.633147814155,4757.239745145111,0.2061221666581013,17.654910624773745,62275.73728485917,80780.950709901,0.29127335180311786,0.37782512581887817,48201.24640415703,48201.24640415703,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4719.631831968106,52920.878236125136,1617.3315139950523,1617.3315139950523,0.0,49818.57791815208,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.05087189948039153,0.054416280704082456,0.04470415338266498,0.9389282629437691,134948.44254704256,0.0,1505.367836043545,0.05484217820184383,0.0445625,0.0495625,0.0525625,conditional_recovery
2050Q3,2050-09-30,2050,3,2050,111105.14717068165,37137.60253176556,0.018,0.03,0.0303125,-1116.3007075691517,2719.9861477232344,490.96708693079614,1352.5701006319987,702.3809103254108,119.95444773400206,54.11360210102562,6.883900186999038,176.85075875841335,0.0,2903.720806668647,1787.4200990994955,0.0,0.0,214387.89553750202,216175.3156366015,1.945682276128119,-0.04018898263477465,0.10453956024945994,0.0643505776146853,215592.55159960687,582.7640369946275,44416.911375159725,106846.92246307108,35643.3311042313,142490.25356730237,23890.69624007927,4794.690417065474,0.2060224764056307,17.598020067107473,62855.72005622589,81371.86469818436,0.2915486624647403,0.37743356203374856,48585.605594148634,48585.60559414863,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4757.239745145111,53342.84533929374,1610.5693403410817,1610.5693403410817,0.0,50196.17493448971,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.05067419722925537,0.0541769543357584,0.04464199232414249,0.9405638256784095,137852.16335371122,0.0,1523.3120700691518,0.054842178201843825,0.0445,0.0495,0.0525,conditional_recovery
2050Q4,2050-12-31,2050,4,2051,112422.70295902861,37303.2236741009,0.017958333333333333,0.029791666666666664,0.03,-1114.0860874030004,2732.057826111188,494.13813904865196,1357.8262823665716,705.0341812431061,120.59453699650469,54.464686456353114,6.870241654881975,177.199008832681,0.0,2916.1270765987515,1802.040989195751,0.0,0.0,216175.3156366015,217977.35662579726,1.9389086980521812,-0.03963918525634519,0.1037558073180826,0.0641166220617374,217394.59258880262,582.7640369946275,44766.9202871433,107688.88499315837,35924.20348263443,143613.08847579279,24182.110854269016,4832.472971597478,0.20592471852241057,17.51813163135309,63224.40432870307,82005.68720808518,0.2908278608764236,0.3772204553551028,48848.272159165106,48848.27215916511,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4794.690417065474,53642.96257623059,1624.8419803630698,1624.8419803630698,0.0,50473.11413952818,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.05049260230343037,0.05395855799745178,0.044649233311029456,0.9421760403495403,140768.29043030998,0.0,1541.3764774030005,0.054842178201843825,0.0444375,0.0494375,0.0524375,conditional_recovery
2051Q1,2051-03-31,2051,1,2051,113748.96533441058,37469.200002279045,0.017916666666666664,0.029583333333333333,0.029791666666666664,-1132.2698667862753,2745.0174709390785,497.33250506498257,1363.833140477916,707.5523744602401,121.48108566438202,54.81836527155889,6.856583122764914,178.12848798032414,0.0,2930.0025420421675,1797.7326752558922,0.0,0.0,217977.35662579726,219775.08930105314,1.9321062715158452,-0.03981644539649271,0.1030339936166717,0.06321754822017898,219192.3252640585,582.7640369946275,45115.800920634625,108528.13339745786,36204.170449052996,144732.30384651085,24474.086765521344,4870.133731391687,0.2058274662047776,17.493142110253174,63620.54048906894,82647.46324339593,0.29024985437982825,0.3770545485287018,49517.869985059006,49517.869985059006,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4832.472971597478,54350.34295665648,1619.6041872755682,1619.6041872755682,0.0,51137.47417233457,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.05032189189376632,0.05376709925099452,0.04445677397514887,0.9441171491373989,143698.29297235215,0.0,1559.5602567862754,0.05484217820184384,0.044375,0.049375,0.052375,conditional_recovery
2051Q2,2051-06-30,2051,2,2051,115083.8735237882,37635.52967644518,0.017875,0.029375,0.029583333333333333,-1150.5721849875129,2758.3564112541094,500.5034164632903,1370.5134731566793,709.7000634203904,122.46997453782708,55.16948367592146,6.842924590647853,179.03219153337295,0.0,2944.23152737813,1793.6593423906172,0.0,0.0,219775.08930105314,221568.74864344377,1.9252805963091328,-0.0399907354439086,0.10233341778401464,0.062342682340106044,220985.98460644914,582.7640369946275,45463.609445500784,109364.8027951673,36483.27707823685,145848.07987340415,24766.61652770455,4907.678759839615,0.20573073684499174,17.419889329576986,64031.22861071223,83288.30894167803,0.2897524416525534,0.37689407810185344,49662.71922481813,49662.71922481814,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4870.133731391687,54532.85295620983,1614.6271508572445,1614.6271508572445,0.0,51277.346375675384,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.05016833522354927,0.05358626469890865,0.04453401836107182,0.9457613166463397,146642.5244997303,0.0,1577.862574987513,0.054842178201843846,0.0443125,0.0493125,0.0523125,conditional_recovery
2051Q3,2051-09-30,2051,3,2051,116427.36440892798,37802.2108374852,0.017833333333333333,0.029166666666666667,0.029375,-1168.99217662136,2772.4386025515673,503.6515483884383,1377.8297125347988,711.9550556140035,123.48417004364147,55.51811597068564,6.829266058530791,179.9099727630906,0.0,2959.1778413731886,1790.1856647518287,0.0,0.0,221568.74864344377,223358.9343081956,1.91844018321751,-0.040162110773735535,0.10166605956928354,0.061503948795548005,222776.17027120097,582.7640369946275,45810.480618056674,110199.21734879792,36761.63150836585,146960.84885716377,25059.718192444445,4945.122603536052,0.2056345638866508,17.373331905758594,64388.18903313067,83961.50518657631,0.2890263754635266,0.3768872814554811,50212.95978454473,50212.95978454472,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4907.678759839615,55120.63854438433,1610.2756919887381,1610.2756919887381,0.0,51823.23547653346,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.050027288213076004,0.0534222964112182,0.04440863967512431,0.9473848624855546,149601.7023411035,0.0,1596.28256662136,0.054842178201843846,0.04425,0.04925,0.05225,conditional_recovery
2051Q4,2051-12-31,2051,4,2052,117779.37251375105,37969.241607015654,0.017791666666666667,0.028958333333333332,0.029166666666666667,-1163.8823089751213,2787.0359337060454,506.77844183725193,1385.827615622221,714.1122928015388,124.45315153321152,55.86443191182134,6.8156075264137295,180.7618703510879,0.0,2974.613411583547,1810.7311026084258,0.0,0.0,223358.9343081956,225169.665410804,1.9117920277976932,-0.03952754320674395,0.10102323855516392,0.06149569534841997,224586.90137380938,582.7640369946275,46161.593996738346,111043.83672430739,37043.390190453654,148087.22691476104,25355.056079925536,4983.024382384412,0.20554001018922097,17.27849038942309,65003.9617262392,85449.18786166947,0.2894379027833177,0.3804727138536241,50257.2784956606,50257.27849566059,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4945.122603536052,55202.40109919664,1629.9692322573378,1629.9692322573378,0.0,51887.24772791793,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04989037283762013,0.05327055164901726,0.044398702980903405,0.9490123912241112,152576.31575268705,-2.9103830456733704e-11,1614.8193339751213,0.05484217820184385,0.0441875,0.0491875,0.0521875,conditional_recovery
2052Q1,2052-03-31,2052,1,2052,119139.82999226196,38136.62008737449,0.01775,0.028749999999999998,0.028958333333333332,-1182.5349218432527,2801.996040429637,509.9413586827189,1394.1051735366098,716.1832036713771,125.5515607251568,56.21474381377414,6.801948994296668,181.5997102860494,0.0,2990.397699709983,1807.8627778667303,0.0,0.0,225169.665410804,226977.52818867075,1.9051355722382075,-0.039702420992880634,0.10039959600090774,0.060697175008027106,226394.76415167612,582.7640369946275,46511.90902660716,111886.53563504198,37324.508219911826,149211.0438549538,25650.97128856673,5020.839981548413,0.2054460455430228,17.23666344345935,65598.97592065569,86912.70828748605,0.28975482788421203,0.3838989325268041,50964.61538924008,50964.61538924009,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,4983.024382384412,55947.639771624505,1626.263067580681,1626.263067580681,0.0,52590.87845682077,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04975105536294656,0.05312256771806703,0.04420371456749054,0.9508658759890463,155566.71345239703,0.0,1633.4719468432527,0.054842178201843846,0.044125,0.049125,0.052125,conditional_recovery
2052Q2,2052-06-30,2052,2,2052,120508.66661706883,38304.34436161289,0.017708333333333333,0.028541666666666667,0.028749999999999998,-1201.30241736997,2816.6607264504046,513.0844964497602,1402.3521656309556,717.9713476077447,126.68981634481308,56.56290041713134,6.788290462179607,182.41134673800485,0.0,3005.860363650589,1804.557946280619,0.0,0.0,226977.52818867075,228782.08613495136,1.8984699819303013,-0.03987439081662921,0.09977242128824085,0.05989803047161164,228199.32209795673,582.7640369946275,46861.337323786494,112727.10146952284,37604.91467114734,150332.01614067017,25947.408773282314,5058.559860217741,0.2053526578999688,17.150366733005846,66177.5371571945,88373.5204444962,0.2899988332515167,0.3872646054862557,51118.95592563641,51118.95592563641,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,5020.839981548413,56139.79590718482,1622.1465995426142,1622.1465995426142,0.0,52741.10252517902,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04960802704491878,0.05297194638849049,0.04427477307042673,0.9524391611231113,158572.57381604763,0.0,1652.23944236997,0.05484217820184385,0.0440625,0.0490625,0.0520625,conditional_recovery
2052Q3,2052-09-30,2052,3,2052,121885.80976850628,38472.41249348799,0.017666666666666667,0.028333333333333332,0.028541666666666667,-1220.1837999001154,2830.9464891130838,516.2069189573356,1410.5688628237135,719.4599064826979,127.80200242188661,56.908798427449575,6.774631930062545,183.19629582659724,0.0,3020.9174168697436,1800.7336169696282,0.0,0.0,228782.08613495136,230582.819751921,1.8917938042981326,-0.04004350636772469,0.0991392655997371,0.05909575923201241,230000.05571492636,582.7640369946275,47209.77273148047,113565.27886269674,37884.52435629577,151449.8032189925,26244.307205411864,5096.172559041525,0.20525983171932202,17.082118501991182,66841.83225760244,89848.86532719193,0.29061659159095843,0.39064714592310856,51620.947834226004,51620.94783422601,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,5058.559860217741,56679.50769444375,1617.5373211430308,1617.5373211430308,0.0,53238.48515536904,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.049461955076732476,0.052817376883044935,0.04416276749535546,0.9539759455651706,161593.49123291738,0.0,1671.1208249001154,0.05484217820184385,0.044,0.049,0.052,conditional_recovery
2052Q4,2052-12-31,2052,4,2053,123271.18442437267,38640.822527456534,0.017625,0.028125,0.028333333333333332,-1227.1467208384506,2844.880370664494,519.3075000462851,1418.7660601448813,720.6999777833989,128.85451909694646,57.25231359298213,6.760973397945483,183.95404082698298,0.0,3035.595384889423,1808.4486640509722,0.0,0.0,230582.819751921,232391.26841597198,1.8852035007300907,-0.03981941851435068,0.09850137804919923,0.05868195953484854,231808.50437897735,582.7640369946275,47559.70681889908,114407.06139885282,38165.33669007488,152572.3980889277,26542.452434694806,5133.947036455749,0.20516808452007881,16.99810059136681,68063.4808991102,91241.16408953464,0.2936194298887115,0.3936057666821704,51917.860186136335,51917.86018613633,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,5096.172559041525,57014.03274517785,1624.4946232239888,1624.4946232239888,0.0,53542.35480936032,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04931325407217174,0.052659524038353826,0.044169244983699556,0.9555340206670396,164629.0866178068,0.0,1690.1150658384506,0.05484217820184384,0.0439375,0.0489375,0.0519375,conditional_recovery
2053Q1,2053-03-31,2053,1,2053,124664.71315029259,38809.57248866961,0.017583333333333333,0.027916666666666666,0.028125,-1246.252758517523,2858.6260961208313,522.4136545888446,1427.0060038485067,721.5999037010653,130.0100656671781,57.59646831523793,6.747314865828422,184.68997240909334,0.0,3050.0633833957527,1803.8106248782296,0.0,0.0,232391.26841597198,234195.0790408502,1.8785995902345727,-0.03998734612303877,0.09786452978778924,0.057877183664750476,233612.31500385556,582.7640369946275,47908.48329365155,115246.0592445171,38445.22007201399,153691.2793165311,26840.95584108875,5171.596552584167,0.20507687402036517,16.96542950303255,69280.46477321663,92661.58534748339,0.2965616978371762,0.39664683493228553,52611.658891475665,52611.658891475665,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,5133.947036455749,57745.605927931414,1619.1206524691368,1619.1206524691368,0.0,54230.7795439448,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04916209283230293,0.05249876046007459,0.04398267464581323,0.9573393359511344,167679.15000120256,-2.9103830456733704e-11,1709.221103517523,0.054842178201843846,0.043875,0.048875,0.051875,conditional_recovery
2053Q2,2053-06-30,2053,2,2053,126066.31609071618,38978.660382968264,0.017541666666666667,0.027708333333333335,0.027916666666666666,-1265.4694980742577,2872.035830495296,525.4961761272405,1435.2208306631794,722.3207021018711,131.06007897483826,57.938042628169484,6.733656333711361,185.39775484130382,0.0,3064.1672416703113,1798.6977435960537,0.0,0.0,234195.0790408502,235993.77678444624,1.8719812246645429,-0.040152501867783214,0.09722397978109758,0.05707147791331436,235411.0127474516,582.7640369946275,48256.00593313985,116082.04093180598,38724.097286165015,154806.138217971,27139.757875893938,5209.110720446808,0.20498618722187303,16.887887072425716,70510.29628658634,94076.33414144571,0.29951995645263046,0.3996258842927225,52741.41726205856,52741.41726205856,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,5171.596552584167,57913.01381464273,1613.2999887547498,1613.2999887547498,0.0,54354.71725081331,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.049011566564365436,0.05233529678283009,0.04405380160946636,0.9589154643073575,170743.31724287287,0.0,1728.4378430742577,0.054842178201843846,0.0438125,0.0488125,0.0518125,conditional_recovery
2053Q3,2053-09-30,2053,3,2053,127475.91096056541,39148.08419688012,0.0175,0.0275,0.027708333333333335,-1284.7958113354264,2885.2847351514456,528.5540649864223,1443.4103929261646,722.8032120085452,132.2401390453166,58.27692618499867,6.719997801594299,186.07691800878547,0.0,3078.0816509618253,1793.285839626399,0.0,0.0,235993.77678444624,237787.06262407266,1.8653489967812973,-0.04031493641909732,0.09658551573446776,0.05627057931537044,237204.29858707802,582.7640369946275,48602.2164894796,116914.86634275562,39001.92159022725,155916.78793298287,27438.810912279965,5246.483252335584,0.2048960190813644,16.84373005312289,71668.01017406517,95371.20688542385,0.3021362201315915,0.4020635690563295,53332.079259078855,53332.079259078855,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,5209.110720446808,58541.18997952566,1607.2089216176134,1607.2089216176134,0.0,54939.288180696465,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04885723335934125,0.05217225119920525,0.04393708020963442,0.9605440214875753,173821.3988938347,2.9103830456733704e-11,1747.7641563354264,0.05484217820184383,0.04375,0.04875,0.05175,conditional_recovery
2053Q4,2053-12-31,2053,4,2054,128893.41303753907,39317.841897616985,0.017458333333333333,0.027291666666666665,0.0275,-1281.0039417121452,2898.105864640103,531.5867428536832,1451.5562655259096,722.9914428569264,133.35835831889744,58.61305508468659,6.706339269477237,186.72708506280293,0.0,3091.539288972383,1810.5353472602378,0.0,0.0,237787.06262407266,239597.5979713329,1.8588816319228991,-0.039753899335075074,0.09594095512303641,0.05618705578796134,239014.83393433827,582.7640369946275,48952.00272715095,117756.29321954699,39282.61527871266,157038.90849825967,27739.68093917469,5284.241769752942,0.20480738338022553,16.847438316575918,72188.36046212238,96037.8355758444,0.3020246035522374,0.40180700919269197,54179.16227063729,54179.16227063729,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,5246.483252335584,59425.645522972874,1623.808262197435,1623.808262197435,0.0,55802.97053283472,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04869801703277234,0.05200517227230187,0.043986380797150074,0.9621538268819452,176912.9381828071,0.0,1767.198881712145,0.054842178201843846,0.0436875,0.0486875,0.0516875,conditional_recovery
2054Q1,2054-03-31,2054,1,2054,130318.73515508635,39487.93143307348,0.017416666666666667,0.027083333333333334,0.027291666666666665,-1300.5458841035347,2910.707324524657,534.6476547856018,1459.5072259844774,723.0353232241484,134.56479828662208,58.95232224380626,6.692680737360176,187.3587875112235,0.0,3104.7587927732407,1804.212908669706,0.0,0.0,239597.5979713329,241401.8108800026,1.8523952875441998,-0.03991892286418571,0.09529738879305143,0.05537846592886571,240819.04684300796,582.7640369946275,49300.29096602104,118594.11659134865,39562.106864989386,158156.22345633805,28040.693838565097,5321.838582083773,0.20471923467980643,16.900674290999948,72740.38985594496,96654.70262373009,0.3020541390289824,0.4013582143556117,54876.7213032058,54876.7213032058,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,5284.241769752942,60160.96307295874,1616.8541211584825,1616.8541211584825,0.0,56493.57542436428,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04853603065257347,0.0518328867912059,0.043802739124377495,0.9639917878034444,180017.69697558033,0.0,1786.7408241035346,0.054842178201843846,0.043625,0.048625,0.051625,conditional_recovery
2054Q2,2054-06-30,2054,2,2054,131751.78769605976,39658.35073182658,0.017375,0.026875,0.027083333333333334,-1320.193814809702,2922.9201442522194,537.6812983481669,1467.440414592486,722.8729614994113,135.63686185862807,59.288607953527034,6.679022205243115,187.96051822732187,0.0,3117.5596846847843,1797.3658698750824,0.0,0.0,241401.8108800026,243199.1767498777,1.84588900843545,-0.04008124179249173,0.09464948413077266,0.054568242338280934,242616.41271288306,582.7640369946275,49646.97465765296,119428.08015099684,39840.31084691201,159268.39099790886,28341.784869620646,5359.262187700575,0.20463155852694165,16.9114003899158,73271.93007100433,97299.60092789278,0.30200730961147193,0.4010429461053775,55012.82516310796,55012.82516310796,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,5321.838582083773,60334.663745191734,1609.4053516477607,1609.4053516477607,0.0,56622.23051475572,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04837571189853303,0.051657602290887186,0.04386549412007609,0.9656608192902605,183135.25666026512,0.0,1806.3887548097018,0.054842178201843846,0.0435625,0.0485625,0.0515625,conditional_recovery
2054Q3,2054-09-30,2054,3,2054,133192.4785870577,39829.097703136256,0.017333333333333333,0.02666666666666667,0.026875,-1339.9464714541723,2935.0060834003607,540.6865833810017,1475.3601415069131,722.4755295747309,136.86203709954478,59.62179183816889,6.665363673126052,188.53181758191846,0.0,3130.2032646554053,1790.256793201233,0.0,0.0,243199.1767498777,244989.43354307892,1.8393638750625707,-0.04024090506216842,0.0940054062470031,0.05376450118483468,244406.6695060843,582.7640369946275,49992.00391144425,120258.06388435354,40117.18718866517,160375.2510730187,28642.907320579117,5396.507201042172,0.20454435229804455,16.944399740167064,73753.1337900469,97722.41481022397,0.3017639982537828,0.3998353032170068,55535.80749958558,55535.80749958558,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,5359.262187700575,60895.06968728615,1601.7249756193144,1601.7249756193144,0.0,57137.53247520489,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04821433384152722,0.05148378060300288,0.043734776011577145,0.9673324437497351,186265.45992492052,0.0,1826.1414114541722,0.05484217820184384,0.0435,0.0485,0.0515,conditional_recovery
2054Q4,2054-12-31,2054,4,2055,134640.71329346678,40000.17023694703,0.017291666666666667,0.026458333333333334,0.02666666666666667,-1337.3739104159176,2946.797060275336,543.6630425369561,1483.278358878826,721.8695719616195,138.03426471135666,59.95182218657787,6.65170514100899,189.07235816908104,0.0,3142.5211235854263,1805.1472131695086,0.0,0.0,244989.43354307892,246794.5807562484,1.8329862841585505,-0.0397316347396627,0.09336020425666929,0.05362856951700658,246211.81671925378,582.7640369946275,50340.12428777544,121095.48345510008,40396.544069941745,161492.02752504183,28945.579013389306,5434.0858930471695,0.20445860380932254,16.949594685165124,74253.18779248434,98047.06986060286,0.301582551081017,0.39822243776545585,55736.57553399182,55736.57553399181,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,5396.507201042172,61133.08273503398,1616.0748550004275,1616.0748550004275,0.0,57352.65038899224,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.048053338248112,0.05130868018490023,0.04373922379058178,0.9690159319256947,189407.98104850596,-2.9103830456733704e-11,1845.9974979159176,0.054842178201843846,0.0434375,0.0484375,0.0514375,conditional_recovery
2055Q1,2055-03-31,2055,1,2055,136096.39481521366,40171.56620389058,0.01725,0.026250000000000002,0.026458333333333334,-1357.332096771111,2958.6463209146914,546.6622871875613,1491.3430781759682,721.082603880754,139.2739612944159,60.28439037599204,6.638046608891929,189.59206973422147,0.0,3154.876437257805,1797.5443404866937,0.0,0.0,246794.5807562484,248592.1250967351,1.826588613418186,-0.03989325649996955,0.09272476149104088,0.05283150499107133,248009.36105974048,582.7640369946275,50686.49496973052,121928.69405557944,40674.49687033902,162603.19092591846,29248.199454010526,5471.47571008094,0.20437331378601134,17.007817622138944,74667.60135730941,98193.37490344066,0.3010676735678678,0.3959260831279181,56473.39834301167,56473.398343011686,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,5434.0858930471695,61907.48423605885,1607.9522707524723,1607.9522707524723,0.0,58081.35061376416,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.047887480285087325,0.05113364203687732,0.04355073214107568,0.9709124333751328,192562.85748576376,0.0,1865.955684271111,0.054842178201843846,0.043375,0.048375,0.051375,conditional_recovery
2055Q2,2055-06-30,2055,2,2055,137559.42368323638,40343.28345528935,0.017208333333333332,0.026041666666666668,0.026250000000000002,-1377.391019244747,2969.956387382815,549.6316798280152,1499.3773304494046,720.0139032680349,140.31978198662185,60.61369185074041,6.624388076774868,190.08030637774561,0.0,3166.6610818373356,1789.2700625925886,0.0,0.0,248592.1250967351,250381.39515932772,1.8201689746526637,-0.0400522474539155,0.09208125469118957,0.05202900723727406,249798.63112233308,582.7640369946275,51030.978109255855,122757.3640859608,40950.93497064316,163708.29905660395,29550.69218466972,5508.661771803513,0.20428846179010732,17.02044531355006,75131.48350584938,98439.47977307026,0.3007681954392115,0.39407533712569387,56580.94509206206,56580.94509206206,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,5471.47571008094,62052.420802142995,1599.189756214843,1599.189756214843,0.0,58180.1348482769,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.047722586927998155,0.050953522049100905,0.04361857519579004,0.9726273980435359,195729.5185676011,2.9103830456733704e-11,1886.014606744747,0.054842178201843846,0.0433125,0.0483125,0.0513125,conditional_recovery
