quarter,quarter_end,calendar_year,calendar_quarter,fiscal_year,nominal_gdp_billions_saar,real_gdp_billions_chained_saar,annual_real_gdp_growth_rate,annual_inflation_rate,annual_tips_reference_inflation_rate,primary_deficit_billions,marketable_interest_excluding_tips_inflation_billions,bills_interest_cost_billions,notes_interest_cost_billions,bonds_interest_cost_billions,tips_real_interest_cost_billions,frns_interest_cost_billions,other_public_debt_interest_billions,tips_inflation_compensation_billions,tips_deflation_floor_cost_billions,modeled_debt_interest_cost_billions,modeled_total_deficit_billions,other_financing_adjustment_billions,treasury_debt_management_adjustment_billions,beginning_debt_held_by_public_billions,debt_held_by_public_billions,debt_held_by_public_gdp_ratio,primary_deficit_gdp_ratio_annualized,modeled_interest_gdp_ratio_annualized,modeled_total_deficit_gdp_ratio_annualized,marketable_debt_billions,other_public_debt_billions,bills_outstanding_billions,notes_outstanding_billions,bonds_outstanding_billions,nominal_fixed_rate_debt_outstanding_billions,tips_outstanding_billions,frns_outstanding_billions,bill_share_of_marketable_debt,weighted_average_remaining_maturity_quarters,principal_maturing_next_four_quarters_billions,principal_maturing_next_eight_quarters_billions,share_marketable_debt_maturing_next_four_quarters,share_marketable_debt_maturing_next_eight_quarters,principal_maturing_billions,principal_refinanced_billions,treasury_buyback_operation_count,treasury_buyback_cash_limit_billions,treasury_buyback_face_value_limit_billions,treasury_buyback_cash_spent_billions,treasury_buyback_face_value_retired_billions,treasury_buyback_premium_or_discount_billions,treasury_buyback_unfilled_cash_limit_billions,treasury_buyback_unfilled_face_value_limit_billions,treasury_buyback_weighted_price_per_dollar_face,treasury_buyback_notes_retired_billions,treasury_buyback_bonds_retired_billions,treasury_buyback_financing_issuance_billions,treasury_buyback_financing_instrument,frn_principal_reset_billions,principal_repriced_or_reset_billions,net_new_borrowing_requirement_billions,genuinely_new_borrowing_billions,debt_repayment_billions,gross_treasury_issuance_billions,new_borrowing_bill_share,new_borrowing_note_share,new_borrowing_bond_share,new_borrowing_tips_share,new_borrowing_frn_share,average_effective_marketable_rate_excluding_tips_inflation,average_effective_debt_cost_rate_including_tips_inflation,average_new_issuance_stated_rate,share_marketable_debt_repriced_since_scenario_start,cumulative_modeled_interest_billions,debt_identity_residual_billions,short_issuance_rate,intermediate_issuance_rate,long_issuance_rate,tips_real_issuance_rate,reference_annual_real_gdp_growth_rate,reference_annual_inflation_rate,reference_primary_deficit_billions,policy_regime,inflation_gap_to_target,output_gap,policy_reaction_rate_adjustment,policy_rate_proxy,iorb_rate,fiscal_risk_premium_basis_points,liquidity_premium_basis_points,reference_short_issuance_rate,reference_intermediate_issuance_rate,reference_long_issuance_rate,reference_tips_real_issuance_rate,shadow_short_issuance_rate,shadow_intermediate_issuance_rate,shadow_long_issuance_rate,shadow_tips_real_issuance_rate,short_yield_suppression_basis_points,intermediate_yield_suppression_basis_points,long_yield_suppression_basis_points,average_nominal_yield_suppression_basis_points,required_fed_purchase_equivalent_gross_issuance_share,rate_bound_binding,required_total_fed_market_absorption_billions,fed_treasury_rollover_billions,required_fed_treasury_purchases_billions,fed_treasury_purchases_billions,unfilled_fed_treasury_purchases_billions,fed_purchase_requirement_covered,fed_purchase_requirement_coverage_ratio,fed_treasury_holdings_billions,fed_reserve_balances_billions,fed_average_treasury_yield,fed_treasury_interest_income_billions,fed_reserve_interest_expense_billions,fed_net_income_billions,fed_remittance_to_treasury_billions,fed_deferred_remittances_billions,consolidated_public_financing_cost_billions,consolidated_public_financing_cost_gdp_ratio_annualized,cumulative_consolidated_public_financing_cost_billions,potential_nominal_gdp_billions_saar,macro_feedback_output_gap,automatic_stabilizer_primary_deficit_billions,private_credit_spread_basis_points,financial_stress_index,supply_inflation_pressure_rate,monetary_tightening_rate_gap,macro_feedback_iterations,macro_feedback_converged,macro_feedback_maximum_change,scenario
2044Q4,2044-12-31,2044,4,2045,65815.71660942791,31784.830623600283,0.01663489507426741,0.019528480446480166,0.019528480446480166,423.9399823942748,1565.6973294797683,232.80873559131544,841.7409586005803,369.9006528585962,95.22213777760236,26.024844651674023,6.028693962709422,62.82127311143794,0.0,1634.5472965539157,2058.4872789481906,0.0,0.0,144433.31850338692,146491.8057823351,2.225787597993738,0.025765273356215142,0.09934084931438832,0.12510612267060348,145909.04174534048,582.7640369946275,30756.609617221115,73986.43852656566,24681.320386524836,98667.7589130905,13164.576953774951,3320.096261253906,0.21079303413493433,18.245062420271395,41447.24951212037,53654.184170625,0.2840622419031407,0.36772350451227886,32797.22275288227,32797.22275288228,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3273.690911931047,36070.91366481332,1995.6660058367524,1995.6660058367524,0.0,34792.888758719026,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04308791971947656,0.045267873465514426,0.03193162495302437,0.9100156720439457,56131.706752424376,0.0,0.03079878046131458,0.043636585345985836,0.04372439023065719,0.01732439023065729,0.01684763439592385,0.05292516736733255,430.56965113041537,price_stability,-0.00047151955351983424,0.0008961871793420605,-0.00035121953868542,0.03079878046131458,0.03079878046131458,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.03079878046131458,0.043636585345985836,0.04372439023065719,0.01732439023065729,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1634.5472965539157,0.09934084931438832,56131.706752424376,65756.78622066218,0.0008961871793420605,-6.629668736140587,0.0,0.0,0.0,-0.000351219538685419,14,True,9.655805511708457e-11,price_stability
2045Q1,2045-03-31,2045,1,2045,66398.02843552783,31910.864194682188,0.015955432423783833,0.019594823509795627,0.019594823509795627,427.92249133793905,1572.2522066294262,236.81651683378746,840.6228475502328,373.79169327995317,94.56209945974922,26.459049505702893,6.028693962709422,64.02086325478173,0.0,1642.3017638469173,2070.2242551848562,0.0,0.0,146491.8057823351,148562.03003751996,2.237446405231339,0.025779228776556206,0.09893677884978676,0.12471600762634295,147979.26600052533,582.7640369946275,31188.767990105043,75026.01536182304,25028.115413402425,100054.13077522547,13369.620598105019,3366.746637089808,0.21076444581090384,18.15345124678145,42170.7646703258,55189.468337644204,0.2849775229333554,0.3729540619389765,33424.26726119151,33424.26726119152,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3320.096261253906,36744.36352244543,2006.2033919300748,2006.2033919300748,0.0,35430.47065312159,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.042675403764321614,0.04484351203335241,0.03194458976699124,0.9137524797523102,57774.00851627129,0.0,0.030877448632420156,0.04369558647431501,0.04376372431620997,0.01736372431621008,0.01623329428827147,0.054489465960201544,434.1005839324724,price_stability,-0.00040517649020437377,0.0008277630776645807,-0.00027255136757984514,0.030877448632420156,0.030877448632420156,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.030877448632420156,0.04369558647431501,0.04376372431620997,0.01736372431621008,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642.3017638469173,0.09893677884978676,57774.00851627129,66343.11205690973,0.0008277630776645807,-6.178092594533297,0.0,0.0,0.0,-0.0002725513675798444,14,True,9.655805511708457e-11,price_stability
2045Q2,2045-06-30,2045,2,2045,66985.884174465,32037.098887596952,0.015917553141135743,0.019656698270360238,0.019656698270360238,432.01265884684534,1579.2746891681365,240.75739538073464,841.1776821715548,377.7277149662732,92.72526686553681,26.886629784036767,6.028693962709422,65.2218320175807,0.0,1650.5252151484267,2082.537873995272,0.0,0.0,148562.03003751996,150644.56791151525,2.2489001939447553,0.025797235592004232,0.0985595837385457,0.12435681933054994,150061.8038745206,582.7640369946275,31623.320150569198,76071.35056316349,25376.83138797028,101448.18195113377,13576.646356729354,3413.6554160882906,0.2107353059477556,18.025235428594772,42873.962456392816,56788.11006162619,0.28570869701288787,0.37843147686743484,33763.24255137908,33763.24255137908,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3366.746637089808,37129.98918846889,2017.3160419776914,2017.3160419776914,0.0,35780.55859335677,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.042344400106346956,0.044440028578811956,0.032074487963797124,0.9164288623848722,59424.53373141972,0.0,0.03094375185568152,0.04374531389176104,0.04379687592784066,0.01739687592784076,0.01623329428827147,0.054489465960201544,437.6604725293001,price_stability,-0.0003433017296397625,0.0007500153468050646,-0.0002062481443184783,0.03094375185568152,0.03094375185568152,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.03094375185568152,0.04374531389176104,0.04379687592784066,0.01739687592784076,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.5252151484267,0.0985595837385457,59424.53373141972,66935.68138617651,0.0007500153468050646,-5.647813682454729,0.0,0.0,0.0,-0.00020624814431847993,14,True,9.655805511708457e-11,price_stability
2045Q3,2045-09-30,2045,3,2045,67579.60267903507,32163.700406790336,0.015900807810490525,0.01971323008961291,0.01971323008961291,436.1731976898465,1589.0641056161633,244.6360428979966,843.5243643919448,381.60967397796827,91.98577437203464,27.308249976219514,6.028693962709422,66.4208715704136,0.0,1661.5136711492862,2097.686868839133,0.0,0.0,150644.56791151525,152742.25478035436,2.2601827877827834,0.025816854814102577,0.09834409231676235,0.12416094713086492,152159.49074335973,582.7640369946275,32060.87728550634,77123.91436875802,25727.958770643392,102851.87313940142,13785.851744162292,3460.888574289719,0.21070573467929068,17.905958931221818,43499.83583878609,58367.37169901329,0.28588315869271164,0.38359336912778447,34280.77694643826,34280.77694643826,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3413.6554160882906,37694.432362526546,2031.2659972687193,2031.2659972687193,0.0,36312.042943706976,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04204652172075507,0.0441174532658945,0.03208756954491618,0.919433340273665,61086.047402569005,-2.9103830456733704e-11,0.03099883602488742,0.04378662701866547,0.043824418012443606,0.017424418012443713,0.01623329428827036,0.054489465960201544,441.24955437601255,price_stability,-0.0002867699103870913,0.0006681501193479154,-0.0001511639751125788,0.03099883602488742,0.03099883602488742,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.03099883602488742,0.04378662701866547,0.043824418012443606,0.017424418012443713,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1661.5136711492862,0.09834409231676235,61086.047402569005,67534.4795084914,0.0006681501193479154,-5.076356686166011,0.0,0.0,0.0,-0.00015116397511258026,14,True,9.655805511708457e-11,price_stability
2045Q4,2045-12-31,2045,4,2046,68179.41728751168,32290.795459666668,0.015899957158570732,0.019763966408628954,0.019763966408628954,457.5075838699752,1599.924113896835,248.4624694468622,847.8550549543271,385.57365254494636,90.30783355199387,27.725103398705233,6.044719973726774,67.61668081952428,0.0,1673.5855146900863,2131.0930985600617,0.0,0.0,152742.25478035436,154873.34787891444,2.271555757448258,0.026841390089367992,0.09818714100371957,0.1250285310930876,154290.5838419198,582.7640369946275,32505.372900837345,78193.16900794952,26084.654090086122,104277.82309803565,13998.517119587526,3508.870723459305,0.21067632315230006,17.82910292223619,44737.54302663586,59840.03129711606,0.2899564050679348,0.3878398137272321,34863.34780239181,34863.34780239181,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3460.888574289719,38324.236376681525,2063.4764177405373,2063.4764177405373,0.0,36926.824220132345,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04178220580968273,0.043827702218923695,0.03212242837637629,0.9231152765341889,62759.63291725909,2.9103830456733704e-11,0.031043913351813456,0.04382043501385999,0.04384695667590663,0.01744695667590673,0.01623329428827236,0.054489465960201544,462.00030881330326,price_stability,-0.00023603359137104596,0.0005860821315921194,-0.00010608664818654402,0.031043913351813456,0.031043913351813456,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.031043913351813456,0.04382043501385999,0.04384695667590663,0.01744695667590673,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1673.5855146900863,0.09818714100371957,62759.63291725909,68139.48195468211,0.0005860821315921194,-4.492724943328071,0.0,0.0,0.0,-0.0001060866481865444,14,True,9.655805511708457e-11,price_stability
2046Q1,2046-03-31,2046,1,2046,68782.02128531474,32416.842169031308,0.015705610546263404,0.01980877608761725,0.01980877608761725,461.8704793649141,1612.1117562398297,252.27349495049495,854.1678373856564,389.6898589882994,87.83924371137034,28.141321204008108,6.044719973726774,68.81428911396057,0.0,1686.970765327517,2148.8412446924312,0.0,0.0,154873.34787891444,157022.18912360686,2.282895823492349,0.026859953850383603,0.09810533239956952,0.12496528624995312,156439.42508661223,582.7640369946275,32953.433684850235,79270.99982432053,26444.210357844182,105715.21018216471,14213.543496253109,3557.237723344193,0.21064660437486052,17.7858093322487,45997.36362176853,61336.09904686172,0.29402667260060705,0.392075712454857,35467.87427720449,35467.87427720449,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3508.870723459305,38976.745000663796,2080.0269555784707,2080.0269555784707,0.0,37547.90123278296,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.041542476402785855,0.04357033120111671,0.03210324601427955,0.92760956197977,64446.60368258661,0.0,0.031080202916412156,0.043847652187309016,0.04386510145820598,0.01746510145820608,0.01602817697257164,0.05376022781086065,465.7889921091802,price_stability,-0.00019122391238275,0.000506656699169964,-6.979708358784351e-05,0.031080202916412156,0.031080202916412156,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.031080202916412156,0.043847652187309016,0.04386510145820598,0.01746510145820608,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.970765327517,0.09810533239956952,64446.60368258661,68747.19006092126,0.000506656699169964,-3.918512744266109,0.0,0.0,0.0,-6.97970835878449e-05,14,True,9.655805511708457e-11,price_stability
2046Q2,2046-06-30,2046,2,2046,69390.93433743212,32543.530843158427,0.015724330056156255,0.019847765493760435,0.019847765493760435,466.2389949398219,1625.1595219400049,256.04985142941916,862.2603682495691,393.8818386860174,84.4127272552514,28.554736319747654,6.044719973726774,70.00784078403439,0.0,1701.2120826977662,2167.4510776375882,0.0,0.0,157022.18912360686,159189.64020124445,2.294098526287914,0.026876075348552544,0.09806537980452397,0.12494145515307653,158606.8761642498,582.7640369946275,33405.24612824512,80357.85542982447,26806.777227496936,107164.6326573214,14430.987673551392,3606.0097051319203,0.21061663236877182,17.700895064990544,47345.159838534455,62995.54086908312,0.2985063509447399,0.3971803896058473,35797.3085360934,35797.3085360934,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3557.237723344193,39354.54625943759,2097.4432368535536,2097.4432368535536,0.0,37894.751772946955,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.041356225749999545,0.04333685811394676,0.03216052542182078,0.9312337800204153,66147.81576528438,0.0,0.031108887333965496,0.04386916550047402,0.04387944366698265,0.017479443666982748,0.01602817697257164,0.05376022781085976,469.60874491051555,price_stability,-0.00015223450623956525,0.00043184702175636213,-4.111266603450516e-05,0.031108887333965496,0.031108887333965496,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.031108887333965496,0.04386916550047402,0.04387944366698265,0.017479443666982748,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1701.2120826977662,0.09806537980452397,66147.81576528438,69360.9810043593,0.00043184702175636213,-3.3697499706936194,0.0,0.0,0.0,-4.1112666034504725e-05,14,True,9.655805511708457e-11,price_stability
2046Q3,2046-09-30,2046,3,2046,70006.22365225804,32670.90679519416,0.01574822762499739,0.019881209585835426,0.019881209585835426,470.6025556237182,1640.2665192389854,259.80000954174113,871.6924531157279,398.1151080167029,81.69269966100858,28.96624890380475,6.044719973726774,71.1977381771611,0.0,1717.5089773898733,2188.1115330135917,0.0,0.0,159189.64020124445,161377.75173425805,2.3051915003424535,0.026889183908067524,0.09813464505220318,0.12502382896027073,160794.98769726342,582.7640369946275,33861.25274491818,81454.80031198397,27172.709804089554,108627.51011607352,14650.990399221497,3655.234437050212,0.2105864942050956,17.61275053351319,48755.332115914214,64672.85090029311,0.3032142532185659,0.40220688360047546,36251.11143191518,36251.11143191518,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3606.0097051319203,39857.1211370471,2116.9137948364305,2116.9137948364305,0.0,38368.02522675161,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04119500615445055,0.04315630025216796,0.03216899965541095,0.9348704693576407,67865.32474267426,2.9103830456733704e-11,0.031131082578708766,0.043885811934031474,0.04389054128935428,0.017490541289354383,0.016028176972572528,0.05376022781086176,473.45982200613537,price_stability,-0.00011879041416457473,0.0003629268893977908,-1.8917421291235928e-05,0.031131082578708766,0.031131082578708766,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.031131082578708766,0.043885811934031474,0.04389054128935428,0.017490541289354383,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1717.5089773898733,0.09813464505220318,67865.32474267426,69980.8257288588,0.0003629268893977908,-2.8572663824171562,0.0,0.0,0.0,-1.8917421291234776e-05,14,True,9.655805511708457e-11,price_stability
2036Q4,2036-12-31,2036,4,2037,45567.45791099619,27698.55388240954,0.017515988152144724,0.05366937236414482,0.05366937236414482,247.04041823154074,1597.648043615219,330.1144357628681,916.7886883253786,225.02850094890826,99.41193727393606,26.30448130412742,5.894658234200658,82.22397719580539,0.0,1685.7666790452251,1932.807097276766,0.0,0.0,77061.53216807223,78994.339265349,1.7335691497130092,0.021685687949858246,0.14797987479028724,0.1696655627401455,78411.57522835437,582.7640369946275,16670.450502558953,40101.53513887761,13377.571031463262,53479.10617034087,6462.486647491114,1799.5319079634294,0.21260190799649642,20.147044618063436,21537.427138703995,26304.353283558863,0.27467152746238743,0.33546518109034185,17422.492045636947,17422.492045636947,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1756.50018026592,19178.992225902868,1850.5831200809605,1850.5831200809605,0.0,19273.075165717906,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.07796134651525696,0.08750237020299807,0.05920612116431214,0.2656550007876562,1685.7666790452251,1.4551915228366852e-11,0.05890202927310861,0.06533902195483135,0.05902601463655421,0.03262601463655431,0.017515988152144724,0.05366937236414482,247.04041823154074,market_functioning,0.033669372364144814,0.0,0.02525202927310861,0.05640202927310861,0.05640202927310861,0.0,100.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.0664020292731086,0.07283902195483134,0.0665260146365542,0.04012601463655431,75.0,74.99999999999993,75.0,74.99999999999997,0.14999999999999994,False,2890.9612748576847,0.0,2890.9612748576847,2890.9612748576847,0.0,True,1.0,2890.9612748576847,2890.9612748576847,0.05920612116431214,0.0,0.0,0.0,0.0,0.0,1685.7666790452251,0.14797987479028724,1685.7666790452251,45567.457910996185,0.0,-0.0,200.0,0.0,0.0,0.02525202927310861,14,True,9.655805511708457e-11,market_functioning
2037Q1,2037-03-31,2037,1,2037,46359.78453943728,27818.71239056672,0.01746555549210771,0.052995984916861916,0.052995984916861916,249.06629979072068,1535.015086881686,245.48084087440887,926.4959324330808,229.74902230700064,100.88736811988137,32.40192314731383,5.894658234200658,83.9706238525186,0.0,1624.8803689684055,1873.9466687591262,0.0,0.0,78994.339265349,80868.28593410812,1.7443628510679379,0.021489858269625503,0.14019740472142656,0.16168726299105207,80285.52189711349,582.7640369946275,17056.031116259266,41029.06703291968,13686.9887072087,54716.05574012838,6672.28070526177,1841.154335464073,0.21244217778289715,20.05359926712719,21855.781910235313,26724.02557693497,0.27222569392080015,0.33286232617609457,17923.136312055016,17923.136312055016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1799.5319079634294,19722.668220018444,1789.9760449066075,1789.9760449066075,0.0,19713.112356961625,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.08028637145122343,0.08227831938743296,0.07078945712959027,0.2947923217445916,3310.6470480136304,0.0,0.07102300332420072,0.07442975249315045,0.06508650166210025,0.03868650166210037,0.01746555549210771,0.052776795798754605,249.06629979072068,market_functioning,0.03299598491686191,0.0,0.03737300332420074,0.06852300332420073,0.06852300332420073,0.0,100.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.07852300332420073,0.08192975249315045,0.07258650166210026,0.04618650166210037,75.00000000000007,74.99999999999993,75.00000000000007,75.00000000000003,0.15000000000000005,False,2956.9668535442447,645.3852672035697,2311.581586340675,2311.581586340675,0.0,True,1.0,5202.54286119836,5202.54286119836,0.06578973641105032,42.790650880139594,49.52433726180218,-6.7336863816625865,0.0,6.7336863816625865,1631.6140553500682,0.14077839848130347,3317.380734395293,46359.78453943728,0.0,-0.0,200.0,0.0,0.0,0.03737300332420074,14,True,9.655805511708457e-11,market_functioning
2037Q2,2037-06-30,2037,2,2037,46719.3091810177,27679.192392180303,-0.019910899310579322,0.05233606521852467,0.05233606521852467,300.5173800100084,1614.2446318088696,302.8426386669382,939.6170750771739,234.85354940678363,102.2899123266487,34.64145633132523,5.894658234200658,85.63736964714228,0.0,1705.7766596902127,2006.2940397002212,0.0,0.0,80868.28593410812,82874.57997380834,1.7738828211843662,0.02572960818796612,0.14604468170375076,0.1717742898917169,82291.81593681371,582.7640369946275,17469.761780227625,42024.31516713246,14018.996012247131,56043.31117937959,6892.92748930388,1885.8154879026156,0.2122903909866501,19.966123119746467,22239.506213297413,27214.693433813663,0.27025173718822315,0.3307095988100442,18320.740215093712,18320.740215093712,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1841.154335464073,20161.894550557787,1920.6566700530786,1920.6566700530786,0.0,20241.39688514679,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.08059616937835777,0.08437308346463968,0.07396775602512597,0.32384469500513274,5016.423707703843,0.0,0.07426029874642456,0.07685772405981833,0.06670514937321217,0.04030514937321229,0.01746555549210771,0.052776795798755494,251.10879480984056,market_functioning,0.03233606521852467,-0.009313007318277153,0.04061029874642458,0.07176029874642458,0.07176029874642458,0.0,100.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.08176029874642457,0.08435772405981833,0.07420514937321218,0.04780514937321229,75.00000000000007,74.99999999999993,75.00000000000007,75.00000000000003,0.15000000000000005,False,3036.2095327720194,1158.249275858622,1877.9602569133974,1877.9602569133974,0.0,True,1.0,7080.503118111757,7080.503118111757,0.06929657493611754,85.56848087635791,93.33400749016819,-7.76552661381028,0.0,14.499212995472867,1713.542186304023,0.14670954826534502,5030.922920699316,47158.49660501918,-0.009313007318277153,49.40858520016784,200.0,0.0,0.0,0.04061029874642458,14,True,9.655805511708457e-11,market_functioning
2037Q3,2037-09-30,2037,3,2037,47014.222412480914,27505.17364682791,-0.024911786413927883,0.05168934391415417,0.05168934391415417,359.9727248019271,1658.7047544508646,324.3274322071433,954.9376706230769,240.48373014858132,104.17500461979346,34.78091685226923,5.894658234200658,87.39646117497189,0.0,1751.9958738600371,2111.9685986619643,0.0,0.0,82874.57997380834,84986.5485724703,1.8076774263506448,0.030626708798345646,0.14906092530799217,0.1796876341063378,84403.78453547567,582.7640369946275,17905.876983821603,43073.41034058552,14368.966285281082,57442.3766258666,7122.637932433224,1932.8929933542443,0.21214542786639623,19.872519515117176,22577.61706692773,27675.02446234804,0.2674953166044131,0.32788843076954655,18755.557641782205,18755.557641782205,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1885.8154879026156,20641.37312968482,2024.5721374869925,2024.5721374869925,0.0,20780.1297792692,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.07975943579387983,0.08456131539556459,0.07253303759648885,0.3525493692275425,6768.4195815638805,0.0,0.07277374313740992,0.07574280735305736,0.06596187156870487,0.03956187156870497,0.017465555492108598,0.052776795798754605,253.16803952936806,market_functioning,0.031689343914154164,-0.019793656685671908,0.03912374313740993,0.07027374313740993,0.07027374313740993,0.0,100.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.08027374313740993,0.08324280735305735,0.07346187156870486,0.04706187156870497,75.00000000000007,74.99999999999993,74.99999999999993,74.99999999999997,0.14999999999999994,False,3117.0194668903787,1573.37476151614,1543.6447053742386,1543.6447053742386,0.0,True,1.0,8624.147823485997,8624.147823485997,0.0704663272783453,122.66365372741133,124.39336435145393,-1.7297106240425961,0.0,16.228923619515463,1753.7255844840797,0.14920809019004566,6784.648505183395,47963.59739268143,-0.019793656685671908,106.80468527255901,200.0,0.0,0.0,0.03912374313740993,14,True,9.655805511708457e-11,market_functioning
2037Q4,2037-12-31,2037,4,2038,47354.92787847522,27365.38937950335,-0.02017399005649434,0.050496776596774456,0.050496776596774456,424.0451318740089,1681.187180380384,325.7694230676734,970.6026791688465,246.25490369926382,106.0210907813419,32.53908366325861,5.91068424521801,88.26333677142578,0.0,1775.3612013970278,2199.4063332710366,0.0,0.0,84986.5485724703,87185.95490574134,1.8411168343341724,0.035818458679714726,0.14996210793124262,0.18578056661095735,86603.19086874671,582.7640369946275,18360.64050678367,44167.36490366969,14733.901313882121,58901.266217551805,7359.3006078816525,1981.9835365295762,0.21200882233785737,19.707517971086652,23156.896129522516,29135.408941278485,0.26739079584975617,0.336424196949455,18985.14540458898,18985.145404588977,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1932.8929933542443,20918.038397943223,2111.142996499611,2111.142996499611,0.0,21096.288401088586,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.07767015033568782,0.0835596329639451,0.06621047575108725,0.3780491943512815,8543.780782960908,0.0,0.0663375790074999,0.07029068425562482,0.06149378950374984,0.035093789503749945,0.01746555549210682,0.052776795798754605,265.00612925662665,market_functioning,0.030496776596774456,-0.028987500035143672,0.03518757900749989,0.0663375790074999,0.0663375790074999,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.0663375790074999,0.07029068425562482,0.06149378950374984,0.035093789503749945,0.0,0.0,0.0,0.0,0.0,False,0.0,1890.585078645621,0.0,0.0,0.0,True,1.0,8624.147823485997,8624.147823485997,0.06953335980619071,151.9280057566484,143.02627190321516,8.901733853433228,0.0,7.327189766082235,1766.4594675435947,0.14921019177364422,8551.10797272699,48768.607901740834,-0.028987500035143672,159.0390026173823,200.0,0.0,0.0,0.0351875790074999,14,True,9.655805511708457e-11,market_functioning
