quarter,quarter_end,calendar_year,calendar_quarter,fiscal_year,nominal_gdp_billions_saar,real_gdp_billions_chained_saar,annual_real_gdp_growth_rate,annual_inflation_rate,annual_tips_reference_inflation_rate,primary_deficit_billions,marketable_interest_excluding_tips_inflation_billions,bills_interest_cost_billions,notes_interest_cost_billions,bonds_interest_cost_billions,tips_real_interest_cost_billions,frns_interest_cost_billions,other_public_debt_interest_billions,tips_inflation_compensation_billions,tips_deflation_floor_cost_billions,modeled_debt_interest_cost_billions,modeled_total_deficit_billions,other_financing_adjustment_billions,treasury_debt_management_adjustment_billions,beginning_debt_held_by_public_billions,debt_held_by_public_billions,debt_held_by_public_gdp_ratio,primary_deficit_gdp_ratio_annualized,modeled_interest_gdp_ratio_annualized,modeled_total_deficit_gdp_ratio_annualized,marketable_debt_billions,other_public_debt_billions,bills_outstanding_billions,notes_outstanding_billions,bonds_outstanding_billions,nominal_fixed_rate_debt_outstanding_billions,tips_outstanding_billions,frns_outstanding_billions,bill_share_of_marketable_debt,weighted_average_remaining_maturity_quarters,principal_maturing_next_four_quarters_billions,principal_maturing_next_eight_quarters_billions,share_marketable_debt_maturing_next_four_quarters,share_marketable_debt_maturing_next_eight_quarters,principal_maturing_billions,principal_refinanced_billions,treasury_buyback_operation_count,treasury_buyback_cash_limit_billions,treasury_buyback_face_value_limit_billions,treasury_buyback_cash_spent_billions,treasury_buyback_face_value_retired_billions,treasury_buyback_premium_or_discount_billions,treasury_buyback_unfilled_cash_limit_billions,treasury_buyback_unfilled_face_value_limit_billions,treasury_buyback_weighted_price_per_dollar_face,treasury_buyback_notes_retired_billions,treasury_buyback_bonds_retired_billions,treasury_buyback_financing_issuance_billions,treasury_buyback_financing_instrument,frn_principal_reset_billions,principal_repriced_or_reset_billions,net_new_borrowing_requirement_billions,genuinely_new_borrowing_billions,debt_repayment_billions,gross_treasury_issuance_billions,new_borrowing_bill_share,new_borrowing_note_share,new_borrowing_bond_share,new_borrowing_tips_share,new_borrowing_frn_share,average_effective_marketable_rate_excluding_tips_inflation,average_effective_debt_cost_rate_including_tips_inflation,average_new_issuance_stated_rate,share_marketable_debt_repriced_since_scenario_start,cumulative_modeled_interest_billions,debt_identity_residual_billions,short_issuance_rate,intermediate_issuance_rate,long_issuance_rate,tips_real_issuance_rate,reference_annual_real_gdp_growth_rate,reference_annual_inflation_rate,reference_primary_deficit_billions,policy_regime,inflation_gap_to_target,output_gap,policy_reaction_rate_adjustment,policy_rate_proxy,iorb_rate,fiscal_risk_premium_basis_points,liquidity_premium_basis_points,reference_short_issuance_rate,reference_intermediate_issuance_rate,reference_long_issuance_rate,reference_tips_real_issuance_rate,shadow_short_issuance_rate,shadow_intermediate_issuance_rate,shadow_long_issuance_rate,shadow_tips_real_issuance_rate,short_yield_suppression_basis_points,intermediate_yield_suppression_basis_points,long_yield_suppression_basis_points,average_nominal_yield_suppression_basis_points,required_fed_purchase_equivalent_gross_issuance_share,rate_bound_binding,required_total_fed_market_absorption_billions,fed_treasury_rollover_billions,required_fed_treasury_purchases_billions,fed_treasury_purchases_billions,unfilled_fed_treasury_purchases_billions,fed_purchase_requirement_covered,fed_purchase_requirement_coverage_ratio,fed_treasury_holdings_billions,fed_reserve_balances_billions,fed_average_treasury_yield,fed_treasury_interest_income_billions,fed_reserve_interest_expense_billions,fed_net_income_billions,fed_remittance_to_treasury_billions,fed_deferred_remittances_billions,consolidated_public_financing_cost_billions,consolidated_public_financing_cost_gdp_ratio_annualized,cumulative_consolidated_public_financing_cost_billions,potential_nominal_gdp_billions_saar,macro_feedback_output_gap,automatic_stabilizer_primary_deficit_billions,private_credit_spread_basis_points,financial_stress_index,supply_inflation_pressure_rate,monetary_tightening_rate_gap,macro_feedback_iterations,macro_feedback_converged,macro_feedback_maximum_change,scenario
2044Q3,2044-09-30,2044,3,2044,65228.66958144814,31654.003670868504,0.01673490386575982,0.01945908483693201,0.01945908483693201,402.451651769477,1550.2324317500374,227.36358448040798,841.5172933708612,361.649959345475,94.27109149431485,25.43050305897798,6.019952502154488,61.317658764288666,0.0,1617.5700430164804,2020.0216947859574,0.0,0.0,141549.95429482037,143569.97598960635,2.201025667254134,0.02467943340570229,0.0991938086976735,0.12387324210337579,142987.21195261172,582.7640369946275,30142.07975566748,72508.1586904449,24188.177332434796,96696.3360228797,12895.036817988594,3253.7593560759474,0.21080262594152166,18.36132824963059,40428.79793285147,51785.01710857207,0.2827441515976284,0.3621653741016677,32417.288845694788,32417.288845694788,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3208.213485802145,35625.50233149693,1958.7040360216688,1958.7040360216688,0.0,34375.992881716455,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.043392536770048326,0.04571022438191408,0.0318631385681824,0.906698728239122,53633.81694208989,2.9103830456733704e-11,0.03070674666323788,0.043567559997428305,0.043678373331618836,0.017278373331618944,0.016847634395925626,0.05292516736733344,409.40568910448235,market_functioning,-0.0005409151630679891,0.0009485445374177643,-0.00044325333676211885,0.03070674666323788,0.03070674666323788,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.03070674666323788,0.043567559997428305,0.043678373331618836,0.017278373331618944,0.0,0.0,0.0,0.0,0.0,False,0.0,1955.2202411959058,0.0,0.0,0.0,True,1.0,8624.147823485997,8624.147823485997,0.031590704977550316,67.9385181187165,66.20488060052472,1.7336375181917845,1.7336375181917845,0.0,1615.8364054982887,0.09908749731469936,53210.07369922065,65166.85591624807,0.0009485445374177643,-6.954037335005358,0.0,0.0,0.0,-0.0004432533367621193,14,True,9.655805511708457e-11,market_functioning
2044Q4,2044-12-31,2044,4,2045,65815.71660942791,31784.830623600283,0.01663489507426741,0.019528480446480166,0.019528480446480166,423.9399823942748,1551.6651373563705,231.39130174009813,836.4967981031389,365.4839084422806,92.42673421140142,25.86639485945184,6.028693962709422,62.4992693139665,0.0,1620.1931006330465,2044.1330830273214,0.0,0.0,143569.97598960635,145614.10907263367,2.2124519275047274,0.025765273356215142,0.09846846219104806,0.1242337355472632,145031.34503563904,582.7640369946275,30568.945569986663,73535.00403273954,24530.72522885077,98065.72926159031,13096.831790124501,3299.8384139375357,0.2107747505373742,18.224262019510917,41201.249375356136,53350.40048081883,0.2840851359768581,0.367854276382177,32582.320519882054,32582.320519882058,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3253.7593560759474,35836.07987595801,1981.6338137133548,1981.6338137133548,0.0,34563.954333595415,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04296302817995208,0.04514016498130052,0.03192527569348952,0.9094711073599989,55254.01004272294,0.0,0.03079878046131458,0.043636585345985836,0.04372439023065719,0.01732439023065729,0.01684763439592385,0.05292516736733255,430.56965113041537,market_functioning,-0.00047151955351983424,0.0008961871793420605,-0.00035121953868542,0.03079878046131458,0.03079878046131458,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.03079878046131458,0.043636585345985836,0.04372439023065719,0.01732439023065729,0.0,0.0,0.0,0.0,0.0,False,0.0,1937.4759885638114,0.0,0.0,0.0,True,1.0,8624.147823485997,8624.147823485997,0.03166586866234286,68.1107273936322,66.4033088703673,1.7074185232649057,1.7074185232649057,0.0,1618.4856821097815,0.09836469253776615,54828.55938133043,65756.78622066218,0.0008961871793420605,-6.629668736140587,0.0,0.0,0.0,-0.000351219538685419,14,True,9.655805511708457e-11,market_functioning
2045Q1,2045-03-31,2045,1,2045,66398.02843552783,31910.864194682188,0.015955432423783833,0.019594823509795627,0.019594823509795627,427.92249133793905,1558.2553647388359,235.37156088597354,835.4889536523559,369.34843413460663,91.74880868200474,26.297607383895148,6.028693962709422,63.69141067355052,0.0,1627.9754693750958,2055.897960713035,0.0,0.0,145614.10907263367,147670.0070333467,2.2240119249434276,0.025779228776556206,0.0980737234362826,0.1238529522128388,147087.24299635206,582.7640369946275,30998.088868506107,74567.32796798952,24875.1007427422,99442.42871073172,13300.562096800853,3346.1633203133924,0.21074627708723112,18.133475005918765,41921.60332992902,54877.90913494324,0.2850118234316808,0.3730976801047544,33222.46819796026,33222.46819796026,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3299.8384139375357,36522.306611897795,1992.2065500394842,1992.2065500394842,0.0,35214.67474799974,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04255155602799828,0.04472026728022754,0.031943719416315554,0.9132294243836285,56881.985512098036,-2.9103830456733704e-11,0.030877448632420156,0.04369558647431501,0.04376372431620997,0.01736372431621008,0.01623329428827147,0.054489465960201544,434.1005839324724,market_functioning,-0.00040517649020437377,0.0008277630776645807,-0.00027255136757984514,0.030877448632420156,0.030877448632420156,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.030877448632420156,0.04369558647431501,0.04376372431620997,0.01736372431621008,0.0,0.0,0.0,0.0,0.0,False,0.0,1947.9288003744668,0.0,0.0,0.0,True,1.0,8624.147823485997,8624.147823485997,0.03172862657152378,68.2727830757844,66.57292035452174,1.6998627212626616,1.6998627212626616,0.0,1626.2756066538332,0.09797131902691593,56454.834987984264,66343.11205690973,0.0008277630776645807,-6.178092594533297,0.0,0.0,0.0,-0.0002725513675798444,14,True,9.655805511708457e-11,market_functioning
2045Q2,2045-06-30,2045,2,2045,66985.884174465,32037.098887596952,0.015917553141135743,0.019656698270360238,0.019656698270360238,432.01265884684534,1565.1896369111485,239.28547418512306,836.0299659088556,373.2579840961003,89.89396002790045,26.7222526931686,6.028693962709422,64.88493973717571,0.0,1636.1032706110336,2068.115929457879,0.0,0.0,147670.0070333467,149738.12296280457,2.235368313909406,0.025797235592004232,0.09769839068480733,0.12349562627681156,149155.35892580994,582.7640369946275,31429.606953118404,75605.36456037103,25221.381956160873,100826.7465165319,13506.260877469096,3392.7445786905373,0.21071724931285593,18.00585323421136,42621.88576013151,56468.27839926485,0.2857549743239979,0.3785869901419515,33558.111413578714,33558.11141357871,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3346.1633203133924,36904.274733892096,2003.2309897207033,2003.2309897207033,0.0,35561.34240329941,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.0422217087789168,0.04431782197292292,0.03207405147018898,0.9159209849871387,58518.08878270907,0.0,0.03094375185568152,0.04374531389176104,0.04379687592784066,0.01739687592784076,0.01623329428827147,0.054489465960201544,437.6604725293001,market_functioning,-0.0003433017296397625,0.0007500153468050646,-0.0002062481443184783,0.03094375185568152,0.03094375185568152,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.03094375185568152,0.04374531389176104,0.04379687592784066,0.01739687592784076,0.0,0.0,0.0,0.0,0.0,False,0.0,1940.326620457991,0.0,0.0,0.0,True,1.0,8624.147823485997,8624.147823485997,0.03180634290245492,68.40809144725169,66.71587255416664,1.6922188930850552,1.6922188930850552,0.0,1634.4110517179486,0.09759734140172688,58089.246039702215,66935.68138617651,0.0007500153468050646,-5.647813682454729,0.0,0.0,0.0,-0.00020624814431847993,14,True,9.655805511708457e-11,market_functioning
2045Q3,2045-09-30,2045,3,2045,67579.60267903507,32163.700406790336,0.015900807810490525,0.01971323008961291,0.01971323008961291,436.1731976898465,1574.8792108747953,243.13748961972462,838.3511787200363,377.1132843748042,89.13628879826871,27.140969361961062,6.028693962709422,66.07652549587283,0.0,1646.9844303333775,2083.157628023224,0.0,0.0,149738.12296280457,151821.2805908278,2.246554797190701,0.025816854814102577,0.09748411443941883,0.1233009692535214,151238.51655383318,582.7640369946275,31864.10850502961,76650.57802051054,25570.057318778152,102220.6353392887,13714.124814887911,3439.6478946269494,0.21068778794644957,17.8872187884221,43245.0872442929,58038.7189334592,0.28593964176380865,0.3837562034853759,34072.30014314973,34072.30014314973,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3392.7445786905373,37465.04472184027,2017.0811025273513,2017.0811025273513,0.0,36089.38124567708,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04192482054601849,0.04399639578071895,0.03208692081921995,0.918942725740839,60165.073213042444,2.9103830456733704e-11,0.03099883602488742,0.04378662701866547,0.043824418012443606,0.017424418012443713,0.01623329428827036,0.054489465960201544,441.24955437601255,market_functioning,-0.0002867699103870913,0.0006681501193479154,-0.0001511639751125788,0.03099883602488742,0.03099883602488742,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.03099883602488742,0.04378662701866547,0.043824418012443606,0.017424418012443713,0.0,0.0,0.0,0.0,0.0,False,0.0,1942.9214185403146,0.0,0.0,0.0,True,1.0,8624.147823485997,8624.147823485997,0.03186955388343644,68.57565072881397,66.83463605865803,1.7410146701559341,1.7410146701559341,0.0,1645.2434156632216,0.09738106472612443,59734.48945536544,67534.4795084914,0.0006681501193479154,-5.076356686166011,0.0,0.0,0.0,-0.00015116397511258026,14,True,9.655805511708457e-11,market_functioning
2045Q4,2045-12-31,2045,4,2046,68179.41728751168,32290.795459666668,0.015899957158570732,0.019763966408628954,0.019763966408628954,457.5075838699752,1585.6274605033502,246.93756865665836,842.6445416562437,381.0503983538069,87.44000706259845,27.55494477404338,6.044719973726774,67.26487543434283,0.0,1658.93705591142,2116.4446397813954,0.0,0.0,151821.2805908278,153937.72523060918,2.257832808711988,0.026841390089367992,0.09732773449298958,0.12416912458235757,153354.96119361455,582.7640369946275,32305.524463286427,77712.4244030171,25924.281299413564,103636.70570243066,13925.433425097015,3487.2976028004314,0.21065848937550757,17.81126534810271,44479.905300838094,59502.27766826537,0.2900454276446986,0.3880036042208131,34651.59357042126,34651.59357042126,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3439.6478946269494,38091.24146504821,2049.1797643470522,2049.1797643470522,0.0,36700.77333476831,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04166137233638281,0.04370762911379747,0.03212176426645891,0.9226462008158463,61824.01026895386,-2.9103830456733704e-11,0.031043913351813456,0.04382043501385999,0.04384695667590663,0.01744695667590673,0.01623329428827236,0.054489465960201544,462.00030881330326,market_functioning,-0.00023603359137104596,0.0005860821315921194,-0.00010608664818654402,0.031043913351813456,0.031043913351813456,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.031043913351813456,0.04382043501385999,0.04384695667590663,0.01744695667590673,0.0,0.0,0.0,0.0,0.0,False,0.0,1948.6846916766924,0.0,0.0,0.0,True,1.0,8624.147823485997,8624.147823485997,0.03192654253002936,68.71193593982701,66.93182444138247,1.7801114984445405,1.7801114984445405,0.0,1657.1569444129755,0.09722329760753261,61391.646399778416,68139.48195468211,0.0005860821315921194,-4.492724943328071,0.0,0.0,0.0,-0.0001060866481865444,14,True,9.655805511708457e-11,market_functioning
2046Q1,2046-03-31,2046,1,2046,68782.02128531474,32416.842169031308,0.015705610546263404,0.01980877608761725,0.01980877608761725,461.8704793649141,1597.6917435679861,250.72247555578844,848.9085351421176,385.1395146257559,84.95291456238436,27.968303681938874,6.044719973726774,68.45502231168274,0.0,1672.1914858533958,2134.06196521831,0.0,0.0,153937.72523060918,156071.7871958275,2.2690782311910556,0.026859953850383603,0.0972458473656642,0.1241058012160478,155489.02315883286,582.7640369946275,32750.479017273836,78782.78304024713,26281.3449043129,105064.12794456002,14139.08690379096,3535.329293208022,0.21062888139582078,17.769128311073626,45731.93755448718,60992.011895709,0.29411682333209954,0.39225927757874807,35253.74469438872,35253.74469438872,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3487.2976028004314,38741.04229718915,2065.606942906627,2065.606942906627,0.0,37319.351637295345,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.04142235475997222,0.04345111591972245,0.032102287067059816,0.9271670869390918,63496.201754807254,0.0,0.031080202916412156,0.043847652187309016,0.04386510145820598,0.01746510145820608,0.01602817697257164,0.05376022781086065,465.7889921091802,market_functioning,-0.00019122391238275,0.000506656699169964,-6.979708358784351e-05,0.031080202916412156,0.031080202916412156,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.031080202916412156,0.043847652187309016,0.04386510145820598,0.01746510145820608,0.0,0.0,0.0,0.0,0.0,False,0.0,1955.337421248519,0.0,0.0,0.0,True,1.0,8624.147823485997,8624.147823485997,0.031966388770709495,68.83480556794646,67.01006608376976,1.8247394841767033,1.8247394841767033,0.0,1670.366746369219,0.09713973013037054,63062.013146147634,68747.19006092126,0.000506656699169964,-3.918512744266109,0.0,0.0,0.0,-6.97970835878449e-05,14,True,9.655805511708457e-11,market_functioning
2046Q2,2046-06-30,2046,2,2046,69390.93433743212,32543.530843158427,0.015724330056156255,0.019847765493760435,0.019847765493760435,466.2389949398219,1610.6052149758962,254.47288336664232,856.94156592525,389.30415909617415,81.50773409680866,28.37887249102106,6.044719973726774,69.64110990712211,0.0,1686.2910448567452,2152.530039796567,0.0,0.0,156071.7871958275,158224.31723562407,2.2801871562388207,0.026876075348552544,0.0972052652674599,0.12408134061601245,157641.55319862944,582.7640369946275,33199.156302169155,79862.0968778356,26641.39589681426,106503.49277464987,14355.14127904569,3583.762842764681,0.21059901801613176,17.685125298647893,47071.16310343584,62645.05108057502,0.29859616419869867,0.3973892023357688,35580.02057230289,35580.02057230289,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3535.329293208022,39115.349865510914,2082.888929889445,2082.888929889445,0.0,37662.909502192335,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.041236917860085175,0.04321834394683801,0.032159781606626435,0.9308126879285253,65182.492799663996,0.0,0.031108887333965496,0.04386916550047402,0.04387944366698265,0.017479443666982748,0.01602817697257164,0.05376022781085976,469.60874491051555,market_functioning,-0.00015223450623956525,0.00043184702175636213,-4.111266603450516e-05,0.031108887333965496,0.031108887333965496,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.031108887333965496,0.04386916550047402,0.04387944366698265,0.017479443666982748,0.0,0.0,0.0,0.0,0.0,False,0.0,1946.4877803606971,0.0,0.0,0.0,True,1.0,8624.147823485997,8624.147823485997,0.032010037928820685,68.92071553540538,67.07191074807241,1.8488047873329663,1.8488047873329663,0.0,1684.4422400694123,0.09709869199214745,64746.45538621704,69360.9810043593,0.00043184702175636213,-3.3697499706936194,0.0,0.0,0.0,-4.1112666034504725e-05,14,True,9.655805511708457e-11,market_functioning
2046Q3,2046-09-30,2046,3,2046,70006.22365225804,32670.90679519416,0.01574822762499739,0.019881209585835426,0.019881209585835426,470.6025556237182,1625.5695425687404,258.1972032467227,866.3060832687919,393.5098296044253,78.76888148795422,28.78754496084501,6.044719973726774,70.82353705802392,0.0,1702.4377996004912,2173.0403552242096,0.0,0.0,158224.31723562407,160397.35759084826,2.291187114842677,0.026889183908067524,0.09727351145561067,0.12416269536367822,159814.59355385363,582.7640369946275,33651.9970277119,80951.4260633234,27004.787934177464,107956.21399750086,14573.736703696733,3632.6458249441002,0.21056898672005192,17.597880228420912,48471.93064437595,64315.88775423887,0.30330102881400556,0.40244064277250113,36030.64168479554,36030.64168479554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,3583.762842764681,39614.40452756022,2102.2168181661855,2102.2168181661855,0.0,38132.858502961724,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.0410764906937082,0.0430385879830408,0.032168210564144276,0.9344709275574531,66884.93059926448,-2.9103830456733704e-11,0.031131082578708766,0.043885811934031474,0.04389054128935428,0.017490541289354383,0.016028176972572528,0.05376022781086176,473.45982200613537,market_functioning,-0.00011879041416457473,0.0003629268893977908,-1.8917421291235928e-05,0.031131082578708766,0.031131082578708766,0.0,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.031131082578708766,0.043885811934031474,0.04389054128935428,0.017490541289354383,0.0,0.0,0.0,0.0,0.0,False,0.0,1944.3379553446327,0.0,0.0,0.0,True,1.0,8624.147823485997,8624.147823485997,0.03204569838648574,69.01482473338578,67.1197645159835,1.8950602174022748,1.8950602174022748,0.0,1700.542739383089,0.09716523192738954,66446.99812560013,69980.8257288588,0.0003629268893977908,-2.8572663824171562,0.0,0.0,0.0,-1.8917421291234776e-05,14,True,9.655805511708457e-11,market_functioning
2036Q4,2036-12-31,2036,4,2037,45567.45791099619,27698.55388240954,0.017515988152144724,0.05366937236414482,0.05366937236414482,247.04041823154074,1585.4614325099787,330.1144357628681,916.7886883253786,225.02850094890826,99.41193727393606,14.117870198887333,5.894658234200658,82.22397719580539,0.0,1673.580067939985,1920.6204861715257,0.0,0.0,77061.53216807223,78982.15265424375,1.7333017086121898,0.021685687949858246,0.14691011038701124,0.1685957983368695,78399.38861724912,582.7640369946275,16667.82537190301,40095.22026638948,13375.464437414626,53470.6847038041,6461.630009626351,1799.2485319156606,0.2126014713364209,20.14527193319997,21534.802008048056,26301.444776855154,0.27468073907033064,0.33548022810816175,17422.492045636947,17422.492045636947,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1756.50018026592,19178.992225902868,1838.3965089757203,1838.3965089757203,0.0,19260.88855461267,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.07082821775435091,0.08686980499115354,0.032403524852640773,0.26554085223266977,1673.580067939985,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.017515988152144724,0.05366937236414482,247.04041823154074,sterilized_yield_cap,0.033669372364144814,0.0,0.02525202927310861,0.05640202927310861,0.05640202927310861,0.0,100.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.0664020292731086,0.07283902195483134,0.0665260146365542,0.04012601463655431,352.5202927310861,289.39021954831446,226.26014636554308,289.3902195483146,0.5787804390966291,False,11147.825535029959,0.0,11147.825535029959,11147.825535029959,0.0,True,1.0,11147.825535029959,11147.825535029959,0.032403524852640773,0.0,0.0,0.0,0.0,0.0,1673.580067939985,0.14691011038701124,1673.580067939985,45567.457910996185,0.0,-0.0,200.0,0.0,0.0,0.02525202927310861,14,True,9.655805511708457e-11,sterilized_yield_cap
2037Q1,2037-03-31,2037,1,2037,46359.78453943728,27818.71239056672,0.01746555549210771,0.052995984916861916,0.052995984916861916,249.06629979072068,1389.504914439378,129.8006900836947,916.7277742204586,228.51622098424357,99.99876907570876,14.46146007527212,5.894658234200658,83.95949308817919,0.0,1479.3590657617578,1728.4253655524785,0.0,0.0,78982.15265424375,80710.57801979623,1.740961025199275,0.021489858269625503,0.12764158250160104,0.14913144077122653,80127.8139828016,582.7640369946275,17022.06148702772,40947.351527986306,13659.729028300337,54607.080556286644,6661.1845374209515,1837.487402066294,0.2124363643650791,20.03108802858075,21821.812281003764,26686.38901430564,0.2723375466812003,0.3330477606693917,17920.511181399073,17920.511181399073,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1799.2485319156606,19719.759713314736,1644.4658724642993,1644.4658724642993,0.0,19564.97705386337,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.06952887954554098,0.07492118237080089,0.0322949315101173,0.29340432890457396,3152.939133701743,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.01746555549210771,0.052776795798754605,249.06629979072068,sterilized_yield_cap,0.03299598491686191,0.0,0.03737300332420074,0.06852300332420073,0.06852300332420073,0.0,100.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.07852300332420073,0.08192975249315045,0.07258650166210026,0.04618650166210037,473.7300332420073,380.2975249315055,286.86501662100363,380.2975249315055,0.760595049863011,False,14881.024697851875,2493.2008277633727,12387.823870088503,12387.823870088503,0.0,True,1.0,23535.649405118464,23535.649405118464,0.03233486389562623,90.30721044431168,190.97062154861692,-100.66341110430524,0.0,100.66341110430524,1580.022476866063,0.1363269905210169,3253.602544806048,46359.78453943728,0.0,-0.0,200.0,0.0,0.0,0.03737300332420074,14,True,9.655805511708457e-11,sterilized_yield_cap
2037Q2,2037-06-30,2037,2,2037,46719.3091810177,27679.192392180303,-0.019910899310579322,0.05233606521852467,0.05233606521852467,300.5173800100084,1394.064500864303,132.55930383022834,915.2757919587187,231.61811618942232,99.84248389182588,14.768804994107839,5.894658234200658,85.49495258331858,0.0,1485.4541116818223,1785.9714916918306,0.0,0.0,80710.57801979623,82496.54951148806,1.7657912960966222,0.02572960818796612,0.12718117093095804,0.15291077911892414,81913.78547449343,582.7640369946275,17388.36291848998,41828.50646275847,13953.675698641418,55782.18216139989,6866.211702771416,1877.0286918321488,0.21227639301207027,19.91427194142243,22158.107351559767,27124.507776005554,0.2705052296534315,0.3311348342514541,18286.770585862167,18286.770585862167,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,1837.487402066294,20124.25798792846,1700.4765391085123,1700.4765391085123,0.0,19987.24712497068,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.0702933619006643,0.0232530639832198,0.0682580591980771,0.07361880676000009,0.03235194838784349,0.3207242519555668,4638.393245383565,0.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.01746555549210771,0.052776795798755494,251.10879480984056,sterilized_yield_cap,0.03233606521852467,-0.009313007318277153,0.04061029874642458,0.07176029874642458,0.07176029874642458,0.0,100.0,0.03115,0.0438999999999999,0.0438999999999999,0.0175,0.08176029874642457,0.08435772405981833,0.07420514937321218,0.04780514937321229,506.10298746424576,404.5772405981843,303.0514937321228,404.5772405981843,0.8091544811963686,False,16172.770577949259,5254.195234264947,10918.575343684312,10918.575343684312,0.0,True,1.0,34454.22474880278,34454.22474880278,0.03234288333518944,190.2555050524205,422.2313081256027,-231.97580307318222,0.0,332.6392141774875,1717.4299147550046,0.14704240665037963,4971.032459561053,47158.49660501918,-0.009313007318277153,49.40858520016784,200.0,0.0,0.0,0.04061029874642458,14,True,9.655805511708457e-11,sterilized_yield_cap
