plot_year,reference_debt_pct,reference_inflation_pct,persistent_debt_pct,persistent_inflation_pct,faster_fading_debt_pct,faster_fading_inflation_pct
2038.375,123.22052990363808,2.0613213981166334,166.4278178084524,4.3919059756980845,168.99533300463366,3.11859903044296
2038.625,123.76946396648943,2.0613213981166334,167.90971849537212,4.454227396662979,170.6649753666943,3.119254763553575
2038.875,124.3262812499939,2.061321398116722,169.37349747410332,4.51513319359977,172.32333677570983,3.1194143185727925
2039.125,124.90637606586257,1.9937887724799763,170.84415848127287,4.5071942171764166,173.99564782706412,3.0516634644327896
2039.375,125.48332109980365,1.9937887724799763,172.28571542352395,4.565461528256439,175.6444862585405,3.051044642378524
2039.625,126.05659415141857,1.9937887724799763,173.69815035762502,4.622408615516717,177.26955243267787,3.0500320242837247
2039.875,126.63353062400158,1.9937887724799763,175.09016930874077,4.67808233563131,178.879447341821,3.0486587916452628
2040.125,127.20226229546978,1.9702581226739069,176.4400478042439,4.708988945208035,180.44577978550632,3.0234005668508384
2040.375,127.76581745415628,1.9702581226739069,177.76154000460488,4.762222138217676,181.9880167364463,3.021317688812278
2040.625,128.32669867363106,1.9702581226739069,179.05405225054466,4.814313353334077,183.50208474921718,3.018927358730998
2040.875,128.90125985157363,1.9702581226739069,180.3324937771815,4.865029661907731,185.00049368883342,3.015765099526008
2041.125,129.4437884486441,2.105209487726678,181.54158377180644,5.049235794290161,186.42481443220063,3.14659546107081
2041.375,129.9848796689493,2.105209487726678,182.7207145572968,5.097011877583835,187.81330504237317,3.1414725171737414
2041.625,130.52288558377273,2.105209487726767,183.8694500327005,5.143329225109281,189.16735390264438,3.135377171264949
2041.875,131.0878266907657,2.105209487726678,185.01694564280967,5.188248871765488,190.51356475767892,3.1284147870457533
2042.125,131.72894016772233,1.8695469559396827,186.24689515621242,4.996113032360698,191.94355880162476,2.8849044573710123
2042.375,132.3672009681304,1.8695469559395939,187.44376458924157,5.0382532349383276,193.33188917811083,2.8761982466353047
2042.625,133.00258269298448,1.8695469559397715,188.6119029525088,5.078974433410758,194.6857552950602,2.866596386183695
2042.875,133.65147443870052,1.8695469559396827,189.76822159365744,5.118448810495125,196.02024289470413,2.856348341468093
2043.125,134.2153924127499,2.1251542965382564,190.78792955990775,5.412325694935913,197.20643573756305,3.1010799120471595
2043.375,134.77439916366586,2.1251542965382564,191.77748324251732,5.449410732128154,198.3516092450798,3.089611807669751
2043.625,135.3295080727209,2.1251542965382564,192.74115028250478,5.48530663028231,199.46378050787,3.0775519231093065
2043.875,135.90498146236664,2.1251542965381676,193.70235434036672,5.520097885409492,200.56443172373898,3.0650982350650264
2044.125,136.55452969062978,1.9083305138657858,194.77700195138888,5.336977704397348,201.78087166232902,2.835438041959935
2044.375,137.2029845774727,1.9083305138657858,195.819446762109,5.369613900532519,202.9542839250848,2.8222571877680878
2044.625,137.8480622842841,1.9083305138657858,196.84873265436462,5.401156452986168,204.1076331244539,2.8086793726284913
2044.875,138.51108729453742,1.908330513865697,197.89419122379277,5.432792934533555,205.26958921292228,2.796005742225756
2045.125,139.1400704867071,2.0597325915870046,198.89895611653122,5.61638497409508,206.3833160236321,2.9360279558953635
2045.375,139.7626376700802,2.0597325915870046,199.8995325558629,5.649286345707477,207.4850197862002,2.9260018957941543
2045.625,140.38145853129686,2.0597325915870046,200.90094908626602,5.68287452281659,208.582976617619,2.9171552326563277
2045.875,141.0156992310618,2.0597325915870046,201.91955634748155,5.717104336771968,209.69171335557579,2.9093833283373147
2046.125,141.67796826447298,1.989152606750877,202.98142191626462,5.681342965573995,210.84020298867833,2.8319283902427554
2046.375,142.34038222828613,1.989152606750788,204.04638536111,5.7167454846281816,211.9858777489352,2.8258748877820095
2046.625,142.9996197289116,1.9891526067509657,205.10970310740802,5.752686940817027,213.12548117922927,2.8205083223679055
2046.875,143.6792622942885,1.989152606750877,206.19433672182979,5.789162054727328,214.2797426973996,2.815708239375586
2047.125,144.36945535124403,1.9676561505418855,207.30277854562345,5.804655738830262,215.44856827672666,2.789845243106256
2047.375,145.0538657881904,1.9676561505418855,208.40229140961753,5.842155132966261,216.6028381281303,2.7858676325374687
2047.625,145.7350382752568,1.9676561505418855,209.500341291516,5.880157063847379,217.74902902474764,2.782235753134737
2047.875,146.4338938012222,1.9676561505418855,210.6214538853735,5.918927430879321,218.90890235344486,2.7790285196788953
2048.125,147.09592688040095,2.077970179797095,211.6991936232742,6.068916834194743,220.01218518689342,2.8865557358186162
2048.375,147.75636314111838,2.077970179797095,212.78419733181465,6.1095212064621025,221.11196387100142,2.884155901396048
2048.625,148.413232998909,2.077970179796984,213.87096678918795,6.15105233926111,222.20421501642556,2.882096956098781
2048.875,149.0930018257007,2.077970179797184,214.9865897481071,6.193484770769151,223.3155433142348,2.88032195310554
2049.125,149.82359032111566,1.9473428238653945,216.18027984140448,6.106219292391127,224.5009736381233,2.7481757172744645
2049.375,150.54921773147464,1.9473428238653945,217.37301187683258,6.1505128232385315,225.67581169655023,2.746882772502579
2049.625,151.27178150931258,1.9473428238653945,218.56724353499985,6.195733409828058,226.8437783361029,2.745789061869363
2049.875,152.01071469207935,1.9473428238653057,219.78300456558281,6.241916246494558,228.02468382018165,2.744912359277926
2050.125,152.72274809993652,2.0390207990024445,220.9685325475298,6.380785027132677,229.164312228267,2.8359279268918054
2050.375,153.4332578905127,2.0390207990024445,222.16027552096708,6.428999862274988,230.30016784108517,2.835468713112131
2050.625,154.140868562569,2.0390207990024445,223.35366175652663,6.478233950541201,231.42998844518434,2.83519792933236
2050.875,154.87125589010662,2.0390207990024445,224.57535377645064,6.528457975064568,232.58020719190955,2.8351069053030096
