scenario,inflation_ceiling,sustained_breach_quarters,first_inflation_ceiling_breach,first_sustained_inflation_ceiling_breach,inflation_ceiling_breached,inflation_ceiling_breached_sustained,peak_inflation_rate,terminal_inflation_rate,terminal_four_quarter_inflation_change,peak_policy_rate,peak_short_issuance_rate,terminal_debt_gdp_ratio,terminal_four_quarter_debt_gdp_change,minimum_output_gap,maximum_output_gap,peak_gross_issuance_gdp_ratio_annualized,peak_interest_gdp_ratio_annualized,peak_total_deficit_gdp_ratio_annualized,peak_incremental_cash_interest_billions,cumulative_incremental_cash_interest_billions,rate_bound_ever_binding,interest_income_domestic_demand_fraction,fed_inflation_response,simulation_completed,simulation_error,strict_ceiling_defended,sustained_ceiling_defended,maximum_absolute_debt_identity_residual_billions,terminal_four_quarter_inflation_deviation_change,terminal_inflation_pressure_nonincreasing,terminal_debt_gdp_nonincreasing,peak_inflation_deviation_from_reference,terminal_inflation_deviation_from_reference,peak_debt_gdp_gap_from_reference_percentage_points,terminal_debt_gdp_gap_from_reference_percentage_points,first_positive_debt_yield_feedback,peak_debt_yield_long_adjustment_basis_points,terminal_debt_yield_long_adjustment_basis_points
demand_0.0700_phi_6.0,0.04,4.0,,,False,False,0.0267595923779242,0.0267595923779242,0.0009654158384489,0.0694399741381674,0.1073341398535945,3.328243901254952,0.1002729645246645,-0.0028906944182989,0.005324954092496,3.2239321866913,0.2171178273004957,0.2372780734776299,3856.905993997376,181379.448383614,False,0.07,6.0,True,,True,True,5.820766091346741e-11,0.000322903267663053,False,False,,,,,,,
demand_0.0700_phi_8.0,0.04,4.0,,,False,False,0.0258795857924675,0.0258795857924675,0.0009716624817681,0.0744396109858372,0.108968903275622,3.477317552964924,0.1149803933213218,-0.0028906868866154,0.0058181786173267,3.376986957396887,0.2356062160323286,0.2558767606063386,4269.645640728269,191432.24148116272,False,0.07,8.0,True,,True,True,5.820766091346741e-11,0.000329149910982253,False,False,,,,,,,
demand_0.0700_phi_12.0,0.04,4.0,,,False,False,0.0247413419690575,0.0247413419690575,0.0009545056815806,0.0814458345935572,0.1127356937293146,3.656453727607444,0.1354798650328672,-0.0028906718232484,0.0067981532860548,3.562596587791128,0.2602583765514086,0.2807206364372688,4808.075761195202,202969.6001127389,False,0.07,12.0,True,,True,True,5.820766091346741e-11,0.00031199311079475303,False,False,,,,,,,
demand_0.0800_phi_0.0,0.04,4.0,2041Q3,2043Q1,True,True,0.051914172090461,0.051914172090461,0.0011022559975004,0.0379062466521661,0.0875164630197997,1.7166879456007478,-0.0111952001327104,-0.0026316970802396,0.0138694180166844,1.7350436256162505,0.1365372360678725,0.1510122504374783,1096.6053175731504,67687.98915761542,False,0.08,0.0,True,,False,False,5.820766091346741e-11,0.0004597434267145531,False,True,,,,,,,
demand_0.0800_phi_0.5,0.04,4.0,2045Q2,2047Q2,True,True,0.0436236152665488,0.0436236152665488,0.0008064693626915,0.0467894286101252,0.0912050745101254,2.05732859545709,0.0123703470065588,-0.0026316946214797,0.0125335855782768,1.9450093316256725,0.1398356237459271,0.154862774971039,1237.6069231111264,98341.0733874773,False,0.08,0.5,True,,False,False,5.820766091346741e-11,0.00016395679190565296,False,False,,,,,,,
demand_0.0800_phi_1.0,0.04,4.0,,,False,False,0.0389934976746482,0.0389934976746482,0.0007990019309004,0.0529048219382379,0.0945329470948313,2.3333173519524046,0.0307045778784589,-0.0026316921627198,0.0113278156102825,2.217256376458631,0.1429495576936813,0.1584799240454616,1964.3228953131093,121825.65417872732,False,0.08,1.0,True,,True,True,2.9103830456733704e-11,0.00015648936011455298,False,False,,,,,,,
demand_0.0800_phi_1.5,0.04,4.0,,,False,False,0.0362727291026568,0.0362727291026568,0.0008757059676445,0.0577082146673717,0.0975121054708725,2.55863869562482,0.045525136845292,-0.00263168970396,0.0102477127676363,2.44385498374068,0.1538318726552111,0.1727860151930135,2535.175599040593,140383.62063955475,False,0.08,1.5,True,,True,True,5.820766091346741e-11,0.00023319339685865296,False,False,,,,,,,
demand_0.0800_phi_2.0,0.04,4.0,,,False,False,0.0345772954674106,0.0345772954674106,0.0009651611008506,0.0620063019762146,0.100157907812375,2.745944176892475,0.0582134072713658,-0.0026316872452001,0.0092877302138186,2.6327341568687284,0.1716982506018548,0.1907126303859575,3015.8426891831496,155539.00929579756,False,0.08,2.0,True,,True,True,5.820766091346741e-11,0.000322648530064753,False,False,,,,,,,
demand_0.0800_phi_2.5,0.04,4.0,,,False,False,0.0334518615489568,0.0334518615489568,0.001046043171005,0.0660906717262693,0.1024885542938003,2.904953708584655,0.0696377140363417,-0.0026316847864402,0.0084413549972455,2.793643946438324,0.1880876385621171,0.2070979467599866,3441.9681902162824,168297.75576203805,False,0.08,2.5,True,,True,True,5.820766091346741e-11,0.00040353060021915306,False,False,,,,,,,
demand_0.0800_phi_3.0,0.04,4.0,,,False,False,0.0326566361921653,0.0326566361921653,0.001114602333809,0.0700573791469355,0.1045246204635161,3.0426834855591944,0.0802890782803031,-0.0026316823276804,0.0077012787680586,2.933575267052557,0.2034275721042214,0.2224093383566993,3832.7740264729055,179319.94131855527,False,0.08,3.0,True,,True,True,5.820766091346741e-11,0.0004720897630231531,False,False,,,,,,,
demand_0.0800_phi_4.0,0.04,4.0,,,False,False,0.0315953847338998,0.0315953847338998,0.0012216537349695,0.0777254316477473,0.107804561398624,3.272677352333849,0.1002030603277441,-0.0026316774101606,0.0065077413761758,3.168689914293892,0.2318855742401861,0.2507882442677268,4545.947538879658,197757.1708633865,False,0.08,4.0,True,,True,True,5.820766091346741e-11,0.000579141164183653,False,False,,,,,,,
demand_0.0800_phi_5.0,0.04,4.0,,,False,False,0.0308945817294651,0.0308945817294651,0.0013027109612873,0.0850577297555066,0.1101936282897757,3.460687587800864,0.118894303937914,-0.0026316724926409,0.0065775566279221,3.362483781045767,0.2581558640366392,0.2769738432724482,5196.522751273306,212911.8422901404,False,0.08,5.0,True,,True,True,5.820766091346741e-11,0.0006601983905014531,False,False,,,,,,,
demand_0.0800_phi_6.0,0.04,4.0,,,False,False,0.030375235375016,0.030375235375016,0.0013680041827596,0.0920566794558944,0.1118998402985986,3.619662676958309,0.1366290236991973,-0.0026316675751212,0.0067628258416144,3.527637803422747,0.2826887040462386,0.3014244133084048,5799.818467041239,225789.77650584863,False,0.08,6.0,True,,True,True,5.820766091346741e-11,0.0007254916119737529,False,False,,,,,,,
demand_0.0800_phi_8.0,0.04,4.0,,,False,False,0.0296088645046788,0.0296088645046788,0.0014678778475687,0.105057189292259,0.1140921917100497,3.876788520055497,0.1694685693976896,-0.0026316577400817,0.0070909944056326,3.7976081605818,0.3272592770918535,0.3458493353083364,6887.285817019587,246658.99063613013,False,0.08,8.0,True,,True,True,5.820766091346741e-11,0.0008253652767828529,False,False,,,,,,,
demand_0.0800_phi_12.0,0.04,4.0,,,False,False,0.0285312564636561,0.0285312564636561,0.0015851250359823,0.1271508917117321,0.1271508917117321,4.233862135452858,0.2249618624153209,-0.0026316380700027,0.0075132985715198,4.179937426090236,0.4005095998676191,0.4189123664496457,8649.230942434328,275275.03978104563,False,0.08,12.0,True,,True,True,5.820766091346741e-11,0.000942612465196453,False,False,,,,,,,
demand_0.0900_phi_0.0,0.04,4.0,2041Q1,2041Q1,True,True,0.0553804879498151,0.0553804879498151,0.0010762219477805,0.0387859830036507,0.0883505329067942,1.635118062908088,-0.0140500045595273,-0.0023921569008901,0.0156705704354515,1.7072567441470168,0.1363859123239823,0.150088090353359,1100.3973792765155,65806.938282645,False,0.09,0.0,True,,False,False,5.820766091346741e-11,0.00043370937699465295,False,True,,,,,,,
demand_0.0900_phi_0.5,0.04,4.0,2041Q3,2043Q1,True,True,0.0468943098872976,0.0468943098872976,0.0008196155184977,0.0489876850964361,0.0926131015298184,1.9986684492365767,0.0098513234501305,-0.0023921569008901,0.0141890531397326,1.8858993461904536,0.1402719999676443,0.1545863488870961,1314.0357453076654,101873.1434957691,False,0.09,0.5,True,,False,False,5.820766091346741e-11,0.00017710294771185295,False,False,,,,,,,
demand_0.0900_phi_1.0,0.04,4.0,2048Q1,2048Q1,True,True,0.0423668212136029,0.0423668212136029,0.000874714492054,0.0569800522903209,0.0964445509034174,2.303396787897268,0.029672317955379,-0.0023921569008901,0.0128621421103821,2.185816786912658,0.1439252405857394,0.1587931500152597,2238.065875965097,130764.40188621703,False,0.09,1.0,True,,False,False,5.820766091346741e-11,0.00023220192126815304,False,False,,,,,,,
demand_0.0900_phi_1.5,0.04,4.0,,,False,False,0.0398673926723861,0.0398673926723861,0.0010206146584415,0.0639584921510752,0.0998673859006657,2.561970314370332,0.0470056574318769,-0.0023921569008901,0.0116810751484853,2.446298981745448,0.1652750121077134,0.1834093901257053,3027.922920978977,154800.59063624192,False,0.09,1.5,True,,True,True,5.820766091346741e-11,0.0003781020876556531,False,False,,,,,,,
demand_0.0900_phi_2.0,0.04,4.0,,,False,False,0.0384409869085412,0.0384409869085412,0.0011824882743355,0.0707468685931355,0.1029061074187976,2.786126432010564,0.0631491653017874,-0.0023921569008901,0.0106365334415086,2.6732143072832018,0.1903441673296152,0.2083446453419598,3752.776733884225,175538.7232571319,False,0.09,2.0,True,,True,True,5.820766091346741e-11,0.000539975703549653,False,False,,,,,,,
demand_0.0900_phi_2.5,0.04,4.0,,,False,False,0.0376045627248485,0.0376045627248485,0.0013389923650833,0.0776337280642284,0.1055868270199475,2.984905480469111,0.078911069363837,-0.0023921569008901,0.0097187773792594,2.875644198575116,0.2151029494052722,0.2328917620387012,4449.889395860389,193996.30590760263,False,0.09,2.5,True,,True,True,5.820766091346741e-11,0.000696479794297453,False,False,,,,,,,
demand_0.0900_phi_3.0,0.04,4.0,,,False,False,0.0371076599986495,0.0371076599986495,0.0014869016615947,0.0847111114420971,0.1079369033171058,3.164816956181116,0.0947404222198158,-0.0023921569008901,0.0094651123396622,3.0600881185532782,0.2399468354970292,0.2574860097229656,5139.398046888167,210836.3596153562,False,0.09,3.0,True,,True,True,5.820766091346741e-11,0.0008443890908088529,False,False,,,,,,,
demand_0.0900_phi_4.0,0.04,4.0,,,False,False,0.0366570797973259,0.0366570797973259,0.0017653603594225,0.0995198098055833,0.111758760282519,3.485011580919375,0.1274246280358935,-0.0023921569008901,0.0107450011434099,3.391876119155058,0.2907673085785416,0.3077419985433104,6535.669965755196,241265.1928608896,False,0.09,4.0,True,,True,True,5.820766091346741e-11,0.001122847788636653,False,False,,,,,,,
demand_0.0900_phi_5.0,0.04,4.0,,,False,False,0.0365788527148567,0.0365788527148567,0.0020359947151599,0.1152216242435384,0.1152216242435384,3.7694812085212015,0.1619895674477245,-0.0023921569008901,0.0121814143751463,3.691133870411587,0.3438681717992733,0.3602110438284977,7987.030732861044,268876.3704907228,False,0.09,5.0,True,,True,True,5.820766091346741e-11,0.0013934821443740528,False,False,,,,,,,
demand_0.0900_phi_6.0,0.04,4.0,,,False,False,0.0366910331044529,0.0366910331044529,0.0023095255923302,0.1318241865615575,0.1318241865615575,4.029963380229144,0.198590868050994,-0.0023921569008901,0.0137658971513742,3.969460216872587,0.3997257608589898,0.4153737621870121,9511.96133622772,294655.0201462256,False,0.09,6.0,True,,True,True,5.820766091346741e-11,0.0016670130215443528,False,False,,,,,,,
demand_0.0900_phi_8.0,0.04,4.0,,,False,False,0.0372044384033797,0.0372044384033797,0.0028802249817893,0.1677048908092503,0.1677048908092503,4.501771519732795,0.2776376292219114,-0.0023921569008901,0.0173727131227258,4.485798447670983,0.5204040229391941,0.5344783358980476,12810.026465957384,342501.73220051435,False,0.09,8.0,True,,True,True,5.820766091346741e-11,0.002237712411003453,False,False,,,,,,,
demand_0.0900_phi_12.0,0.04,4.0,,,False,False,0.0386785160231491,0.0386785160231491,0.0041208041698198,0.249452042320435,0.249452042320435,5.315369818486188,0.4547151073898439,-0.0023921569008901,0.0262474801061766,5.422212729658336,0.7973374654805717,0.8075867269662428,20424.559804214987,428335.91574670176,False,0.09,12.0,True,,True,True,1.1641532182693479e-10,0.003478291599033953,False,False,,,,,,,
demand_0.0950_phi_0.0,0.04,4.0,2040Q2,2040Q2,True,True,0.0570553491324207,0.0570553491324207,0.0010573201199059,0.0392247051303154,0.0887667138827139,1.5964910004938644,-0.0152803122056777,-0.0022854597780838,0.0165685710239619,1.693542450881741,0.1363080654771991,0.1496258396592572,1102.26844793128,64797.65276695356,False,0.095,0.0,True,,False,False,5.820766091346741e-11,0.0004148075491200529,False,True,,,,,,,
demand_0.0950_phi_0.5,0.04,4.0,2041Q1,2041Q1,True,True,0.0485475824365805,0.0485475824365805,0.0008252251655336,0.0500965635724484,0.0933198820454901,1.969821636327348,0.008646183485665,-0.0022854597780838,0.0150208918076956,1.856826068619582,0.1404870945308843,0.1544442017484781,1353.1711064882604,103674.57606181264,False,0.095,0.5,True,,False,False,5.820766091346741e-11,0.00018271259474775302,False,False,,,,,,,
demand_0.0950_phi_1.0,0.04,4.0,2043Q1,2043Q1,True,True,0.0441534957367868,0.0441534957367868,0.0009191262963755,0.0591466600927559,0.0974082316014139,2.288021566351423,0.0291257172163117,-0.0022854597780838,0.0136391334544074,2.1697110004595968,0.1444114852813219,0.1598428658462643,2389.2696987992563,135542.04470654693,False,0.095,1.0,True,,False,False,5.820766091346741e-11,0.000276613725589653,False,False,,,,,,,
demand_0.0950_phi_1.5,0.04,4.0,2052Q1,2052Q1,True,True,0.0418575457047032,0.0418575457047032,0.0011109631174937,0.0674376502541016,0.101059207006567,2.5633221981536707,0.0477559891565855,-0.0022854597780838,0.0124124667334514,2.4473260380137085,0.1715477265206136,0.1892086396589099,3313.829236097775,162775.232660487,False,0.095,1.5,True,,False,False,5.820766091346741e-11,0.00046845054670785306,False,False,,,,,,,
demand_0.0950_phi_2.0,0.04,4.0,2056Q1,,True,False,0.040671919730975,0.040671919730975,0.0013250918464279,0.0758244923182404,0.1043016169871425,2.807171809646471,0.065855797133453,-0.0022854597780838,0.0113297962383143,2.6947556010913765,0.2010557292366813,0.2184359773956539,4200.578129019649,186962.8249663004,False,0.095,2.0,True,,False,True,5.820766091346741e-11,0.000682579275642053,False,False,,,,,,,
demand_0.0950_phi_2.5,0.04,4.0,2056Q3,,True,False,0.0401014794331281,0.0401014794331281,0.0015409531737751,0.0846190716507926,0.1071653003843392,3.028407396736707,0.0842647492619659,-0.0022854597780838,0.0106881769739861,2.92094047138807,0.231337397180378,0.2483371186421251,5090.647256096175,209143.26903346245,False,0.095,2.5,True,,False,True,5.820766091346741e-11,0.0008984406029892531,False,False,,,,,,,
demand_0.0950_phi_3.0,0.04,4.0,,,False,False,0.039891797914288,0.039891797914288,0.0017563825575658,0.0939382660952813,0.1096808119797277,3.2334021109215247,0.1034724108586164,-0.0022854597780838,0.0116953072399223,3.132314864369549,0.2628806416497001,0.2794371309759713,6007.985953412239,229996.7403898849,False,0.095,3.0,True,,True,True,5.820766091346741e-11,0.001113869986779953,False,False,,,,,,,
demand_0.0950_phi_4.0,0.04,4.0,2056Q3,,True,False,0.0400774075839314,0.0400774075839314,0.0021985410290973,0.1143480266614267,0.1143480266614267,3.61135680111742,0.1453042319426716,-0.0022854597780838,0.0140634866183026,3.527528426278,0.3310810742196066,0.3465988106968555,7980.972495531578,269390.890163846,False,0.095,4.0,True,,False,True,5.820766091346741e-11,0.0015560284583114531,False,False,,,,,,,
demand_0.0950_phi_5.0,0.04,4.0,2056Q2,,True,False,0.0407227132543439,0.0407227132543439,0.0026779145032911,0.137361446155128,0.137361446155128,3.963583453988664,0.192578669072454,-0.0022854597780838,0.0169192199912551,3.903459586782276,0.4077656181515212,0.4220371809626047,10201.501756441368,307338.2383536226,False,0.095,5.0,True,,False,True,5.820766091346741e-11,0.002035401932505253,False,False,,,,,,,
demand_0.0950_phi_6.0,0.04,4.0,2056Q1,,True,False,0.0416547449700086,0.0416547449700086,0.0032136484379948,0.1632847582402614,0.1632847582402614,4.301936923888626,0.2459319422066119,-0.0022854597780838,0.020335060639326,4.272692139765884,0.4946646676157602,0.5074548013986054,12731.295262235246,344980.48696936434,False,0.095,6.0,True,,False,True,5.820766091346741e-11,0.002571135867208953,False,False,,,,,,,
demand_0.0950_phi_8.0,0.04,4.0,2055Q4,2055Q4,True,True,0.0441337124213071,0.0441337124213071,0.0045042194083716,0.2251834609176211,0.2251834609176211,4.960737957520928,0.3725238675220614,-0.0022854597780838,0.0292232558880333,5.018624545874772,0.7057307317778316,0.7147121924554914,18956.34093935494,421814.7818058428,False,0.095,8.0,True,,False,False,1.1641532182693479e-10,0.003861706837585753,False,False,,,,,,,
demand_0.0950_phi_12.0,0.04,4.0,2055Q1,2055Q1,True,True,0.0510824369309491,0.0510824369309491,0.0082186865215984,0.3993589938303057,0.3993589938303057,6.277217803829421,0.7120000301110325,-0.0022854597780838,0.0585113086318986,6.646665081178809,1.3280251364305624,1.3249090333741251,38087.87746873338,592192.3044792725,False,0.095,12.0,True,,False,False,1.1641532182693479e-10,0.007576173950812552,False,False,,,,,,,
demand_0.1000_phi_0.0,0.04,4.0,2039Q4,2039Q4,True,True,0.0586919947158157,0.0586919947158157,0.0010346655486571,0.0396626439672417,0.0891823094006254,1.559225105776094,-0.0163908204659088,-0.0021787862727901,0.0174648127182005,1.6799465258586288,0.136228774231943,0.149163497051129,1104.1227191595706,63742.24076550821,False,0.1,0.0,True,,False,False,2.9103830456733704e-11,0.00039215297787125293,False,True,,,,,,,
demand_0.1000_phi_0.5,0.04,4.0,2040Q4,2040Q4,True,True,0.0502117386013309,0.0502117386013309,0.000830098957062,0.0512110447560733,0.0940284812639487,1.941305543388968,0.0074777446214728,-0.0021787862727901,0.0158554126658485,1.828082306828417,0.1407001117294736,0.1542994436194485,1392.8857503202385,105498.98596450443,False,0.1,0.5,True,,False,False,5.820766091346741e-11,0.000187586386276153,False,False,,,,,,,
demand_0.1000_phi_1.0,0.04,4.0,2041Q2,2043Q1,True,True,0.0460082736909311,0.0460082736909311,0.0009681099812265,0.0614013229173826,0.0983771488540524,2.2723769666499485,0.0285594785643392,-0.0021787862727901,0.0144226524889625,2.153356249412252,0.1450242530926035,0.1623945938552121,2550.874507652711,140538.308605553,False,0.1,1.0,True,,False,False,5.820766091346741e-11,0.000325597410440653,False,False,,,,,,,
demand_0.1000_phi_1.5,0.04,4.0,2048Q1,2048Q1,True,True,0.043986024959042,0.043986024959042,0.0012148214215287,0.0711721332021227,0.1022605018165066,2.5644423915678893,0.0485105272967349,-0.0021787862727901,0.0131537051693048,2.4482120344786105,0.1782121913148897,0.1953528006396313,3630.143298094575,171318.3249462785,False,0.1,1.5,True,,False,False,5.820766091346741e-11,0.000572308850742853,False,False,,,,,,,
demand_0.1000_phi_2.0,0.04,4.0,2052Q1,2052Q1,True,True,0.0431281692370472,0.0431281692370472,0.0014950755627722,0.0814385879166987,0.1057114853019392,2.8288553925207203,0.0687299073634699,-0.0021787862727901,0.0120357642420319,2.717217336743494,0.2128173642457506,0.2294884024652127,4712.914744552112,199490.1746168001,False,0.1,2.0,True,,False,False,5.820766091346741e-11,0.0008525629919863529,False,False,,,,,,,
demand_0.1000_phi_2.5,0.04,4.0,2054Q4,2054Q4,True,True,0.0429309175141254,0.0429309175141254,0.0017905484320845,0.0925714603560856,0.1087635159778383,3.0744438501387275,0.0901564365831539,-0.0021787862727901,0.0128222658094752,2.969437387146626,0.249755636624135,0.2658172031195615,5849.084869963361,226148.32669640257,False,0.1,2.5,True,,False,False,5.820766091346741e-11,0.001148035861298653,False,False,,,,,,,
demand_0.1000_phi_3.0,0.04,4.0,2055Q1,2055Q1,True,True,0.0431394391786063,0.0431394391786063,0.0021018365569894,0.1047551926064482,0.1114502161044107,3.307645093142882,0.1133981921640843,-0.0021787862727901,0.014466253509743,3.211532389765918,0.2897727873339211,0.3051143410034228,7072.49843973309,252030.4974923472,False,0.1,3.0,True,,False,False,5.820766091346741e-11,0.001459323986203553,False,False,,,,,,,
demand_0.1000_phi_4.0,0.04,4.0,2055Q1,2055Q1,True,True,0.0443106532835403,0.0443106532835403,0.0027970423222974,0.1328017730467029,0.1328017730467029,3.754145072415556,0.1669151017657562,-0.0021787862727901,0.0185419254184513,3.6836289527157584,0.381675487420716,0.3952420539336568,9885.980400982851,303396.5936054491,False,0.1,4.0,True,,False,False,5.820766091346741e-11,0.002154529751511553,False,False,,,,,,,
demand_0.1000_phi_5.0,0.04,4.0,2054Q4,2054Q4,True,True,0.0461776715799695,0.0461776715799695,0.0036360861086619,0.1666789535793205,0.1666789535793205,4.192541719085567,0.2318166245681263,-0.0021787862727901,0.0238909239773917,4.160253276062804,0.4938728733496882,0.5051313517134319,13356.403442925535,356397.3878259513,False,0.1,5.0,True,,False,False,1.1641532182693479e-10,0.002993573537876053,False,False,,,,,,,
demand_0.1000_phi_6.0,0.04,4.0,2054Q3,2054Q3,True,True,0.0486241832101135,0.0486241832101135,0.0046750475105482,0.2077335376458659,0.2077335376458659,4.636923981389851,0.3103017380222059,-0.0021787862727901,0.0309187940382241,4.659100381299911,0.6325474314772175,0.6408097975474454,17717.44607622624,412975.3734719693,False,0.1,6.0,True,,False,False,1.1641532182693479e-10,0.004032534939762353,False,False,,,,,,,
demand_0.1000_phi_8.0,0.04,4.0,2054Q1,2054Q1,True,True,0.0553008589653951,0.0553008589653951,0.0076021850937247,0.31843327289958,0.31843327289958,5.57778551867635,0.5168450977254828,-0.0021787862727901,0.0523878503612281,5.778934286088366,1.0220159778302365,1.0213735230530334,30433.529521349843,543813.5102084563,False,0.1,8.0,True,,False,False,1.1641532182693479e-10,0.006959672522938853,False,False,,,,,,,
demand_0.1000_phi_12.0,0.04,4.0,2053Q2,2053Q2,True,True,0.0782786143943072,0.0782786143943072,0.0193215576123359,0.7304549407917207,0.7304549407917207,7.808771949368978,1.185267165554544,-0.0021787862727901,0.154994902291252,8.918396385217779,2.630741032716331,2.592111679945389,90901.60608517657,944630.1855082596,False,0.1,12.0,True,,False,False,1.1641532182693479e-10,0.018679045041550053,False,False,,,,,,,
demand_0.1500_phi_0.0,0.04,4.0,2036Q4,2036Q4,True,True,0.0730905724150572,0.0730660840963711,0.0006281749682401,0.043995836038341,0.0933034399660409,1.2505104326705232,-0.0224370989899709,-0.0011133489231561,0.0263237398417936,1.5582384776697402,0.1353584708352725,0.1445385581382401,1121.71657096017,50617.846981024384,False,0.15,0.0,True,,False,False,5.820766091346741e-11,-1.433760254574703e-05,True,True,,,,,,,
demand_0.1500_phi_0.5,0.04,4.0,2037Q2,2037Q2,True,True,0.0672698104883966,0.0672698104883966,0.0008236665290193,0.0625641251496876,0.1012100941495824,1.675401518679794,-0.0021654529056667,-0.0011133489231561,0.0243388959274105,1.6471579979842157,0.1427137294944909,0.1527103908378871,1814.45547560158,124873.18342395696,False,0.15,0.5,True,,False,False,5.820766091346741e-11,0.00018115395823345296,False,True,,,,,,,
demand_0.1500_phi_1.0,0.04,4.0,2037Q3,2037Q3,True,True,0.0684711215535183,0.0684711215535183,0.0017345079385681,0.0890376540842784,0.1083513067742036,2.102871973918846,0.0220115405505052,-0.0011133489231561,0.022612063139315,1.978016377832485,0.1777633130491229,0.1904116157548306,4912.864078030123,205075.28584568115,False,0.15,1.0,True,,False,False,5.820766091346741e-11,0.001091995367782253,False,False,,,,,,,
demand_0.1500_phi_1.5,0.04,4.0,2038Q1,2038Q1,True,True,0.0747001552048857,0.0747001552048857,0.0033180645168265,0.1262197563397357,0.1262197563397357,2.559405279983735,0.0558745070575064,-0.0011133489231561,0.0303209881413956,2.4480893785186297,0.2706847754637619,0.2792004068419823,9521.379096960687,301626.760751662,False,0.15,1.5,True,,False,False,1.1641532182693479e-10,0.002675551946040653,False,False,,,,,,,
demand_0.1500_phi_2.0,0.04,4.0,2038Q1,2038Q1,True,True,0.086075588136129,0.086075588136129,0.0059705629535348,0.1824923882096327,0.1824923882096327,3.0790239153716104,0.1077868810198872,-0.0011133489231561,0.0474973723868681,3.004494534157191,0.4176751909011066,0.4190290786271666,17330.643477985665,430049.5726640719,False,0.15,2.0,True,,False,False,1.1641532182693479e-10,0.005328050382748953,False,False,,,,,,,
demand_0.1500_phi_2.5,0.04,4.0,2038Q2,2038Q2,True,True,0.104511959959231,0.104511959959231,0.0106553882787774,0.2723473283496321,0.2723473283496321,3.7049974293662458,0.1901865548108889,-0.0011133489231561,0.0789894855332107,3.7168544564838113,0.6669750803682517,0.6557905091553922,32203.459276101228,619027.9958530299,False,0.15,2.5,True,,False,False,1.1641532182693479e-10,0.010012875707991553,False,False,,,,,,,
demand_0.1500_phi_3.0,0.04,4.0,2038Q4,2039Q2,True,True,0.1345426558607998,0.1345426558607998,0.01950650996349,0.4246609154806895,0.4246609154806895,4.493623268297954,0.3213989252825593,-0.0011133489231561,0.1412160955156701,4.704809123389513,1.1228855281405723,1.0889602712820745,64734.89560718992,932251.634061914,False,0.15,3.0,True,,False,False,1.1641532182693479e-10,0.018863997392704154,False,False,,,,,,,
demand_0.1500_phi_4.0,0.04,4.0,2040Q4,2040Q4,True,True,0.2810751019400305,0.2810751019400305,0.0772770531416858,0.99,0.99,6.812014006779042,0.7871450277001566,-0.0011133489231561,0.6079451618176599,8.531372549478881,3.781085595570629,3.632704424038357,427118.7806985237,3023585.2990664737,True,0.15,4.0,True,,False,False,4.656612873077393e-10,0.07663454057089995,False,False,,,,,,,
demand_0.1500_phi_5.0,0.04,4.0,2041Q1,2041Q1,True,True,0.7929229223470354,0.7929229223470354,0.3127296671100926,0.99,0.99,8.130063589157972,0.3366930557390599,-0.0011133489231561,2.100760422881329,11.293360000261412,6.520490233531559,6.2373744628817285,2720609.3441575523,14234621.137286073,True,0.15,5.0,True,,False,False,2.3283064365386963e-10,0.31208715453930674,False,False,,,,,,,
demand_0.1500_phi_6.0,0.04,4.0,2041Q4,2042Q4,True,True,1.6212007129671384,1.6212007129671384,0.5464215592773753,0.99,0.99,7.573501625262911,-0.6719638466268885,-0.0011133489231561,3.1587989618157786,11.6316646940209,6.977308600835657,6.668881723186332,10758147.295940282,51739561.7215906,True,0.15,6.0,True,,False,False,3.725290298461914e-09,0.5457790467065895,False,True,,,,,,,
demand_0.1500_phi_8.0,0.04,4.0,2043Q1,2043Q1,True,True,3.059402293545336,3.059402293545336,0.6729127021312449,0.99,0.99,5.239163165756614,-1.1793174910068496,-0.0011133489231561,3.8343495391422033,12.04903017256768,7.184739615845431,6.871053028637937,90971066.98971874,367129907.8859412,True,0.15,8.0,True,,False,False,5.960464477539065e-08,0.672270189560459,False,True,,,,,,,
demand_0.1500_phi_12.0,0.04,4.0,2043Q1,2043Q1,True,True,4.685074879545211,4.685074879545211,0.683235210916405,0.99,0.99,3.5507745251274434,-0.5933405736135811,-0.0011133489231561,4.541074132349026,12.525833010885872,7.424612839739104,7.109882428612964,2064310725.8588445,6342306536.649616,True,0.15,12.0,True,,False,False,9.5367431640625e-07,0.6825926983456192,False,True,,,,,,,
demand_0.1567_phi_0.0,0.04,4.0,2036Q3,2036Q3,True,True,0.0747929945570687,0.0747296070476003,0.0005524868501567,0.0445686288424981,0.0938495023048098,1.2167013362675474,-0.0227228321561465,-0.0009710180438081,0.0274934792075005,1.542741303095804,0.1352316867816472,0.1439202253128609,1123.9356170723945,48505.12478740822,False,0.1566878453499148,0.0,True,,False,False,5.820766091346741e-11,-9.002572062914705e-05,True,True,0.0542320454125323,0.0541420196919032,31.619521434884824,-51.10441475002185,,0.0,0.0
