treasury_observation_date,debt_held_by_public_billions,modeled_marketable_debt_billions,other_public_debt_billions,issuance_share_bill,issuance_share_note,issuance_share_bond,issuance_share_tips,issuance_share_frn
2025-09-30,30277.7664202628,29695.002383268173,582.7640369946275,0.2154110468670722,0.5181811771623273,0.1728613500867164,0.07029336190066435,0.023253063983219822
